Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
ASU90433,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598640,MF598640,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90434,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598640,MF598640,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90435,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598640,MF598640,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90436,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598640,MF598640,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90437,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598641,MF598641,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90438,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598641,MF598641,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90439,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598641,MF598641,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90440,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598641,MF598641,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90441,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598641,MF598641,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90442,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598641,MF598641,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90443,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598641,MF598641,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90444,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598641,MF598641,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90445,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598641,MF598641,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90446,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598641,MF598641,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90447,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598641,MF598641,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90448,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,,Middle East respiratory syndrome-related coronavirus,7078,1AB polyprotein,2015-03
ASU90449,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,,Middle East respiratory syndrome-related coronavirus,4391,1A polyprotein,2015-03
ASU90450,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,,Middle East respiratory syndrome-related coronavirus,1353,spike glycoprotein,2015-03
ASU90451,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,,Middle East respiratory syndrome-related coronavirus,103,NS3 protein,2015-03
ASU90452,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,,Middle East respiratory syndrome-related coronavirus,109,NS4A protein,2015-03
ASU90453,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,,Middle East respiratory syndrome-related coronavirus,246,NS4B protein,2015-03
ASU90454,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,,Middle East respiratory syndrome-related coronavirus,224,NS5 protein,2015-03
ASU90455,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,,Middle East respiratory syndrome-related coronavirus,82,envelope protein,2015-03
ASU90456,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,,Middle East respiratory syndrome-related coronavirus,219,membrane protein,2015-03
ASU90457,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,,Middle East respiratory syndrome-related coronavirus,413,nucleoprotein,2015-03
ASU90458,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,,Middle East respiratory syndrome-related coronavirus,112,ORF8b protein,2015-03
ASU90459,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90460,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90461,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90462,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90463,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90464,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90465,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90466,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90467,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90468,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90469,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90470,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90471,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90472,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90473,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90474,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90475,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90476,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90477,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90478,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90479,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90480,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90481,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90482,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90483,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90484,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90485,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90486,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90487,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90488,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90489,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90490,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90491,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90492,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90493,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90494,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90495,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90496,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90497,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90498,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90499,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90500,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90501,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90502,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90503,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90504,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90505,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90506,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90507,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90508,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90509,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90510,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90511,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90512,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90513,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90514,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90515,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90516,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90517,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90518,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90519,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90520,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90521,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90522,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90523,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90524,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90525,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90526,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90527,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90528,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90529,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90530,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90531,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90532,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90533,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90534,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90535,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90536,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90537,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90538,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90539,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90540,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90541,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90542,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90543,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90544,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90545,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90546,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90547,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90548,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90549,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90550,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90551,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90552,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90553,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90554,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90555,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90556,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90557,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90558,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90559,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90560,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90561,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90562,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90563,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90564,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90565,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90566,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90567,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90568,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90569,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90570,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90571,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90572,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90573,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90574,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90575,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90576,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90577,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90578,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90579,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90580,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90581,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90582,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90583,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90584,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90585,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90586,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90587,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90588,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90589,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90590,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90591,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90592,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90593,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90594,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90595,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90596,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90597,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90598,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90599,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90600,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90601,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90602,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90603,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90604,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90605,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90606,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90607,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90608,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90609,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90610,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90611,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90612,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90613,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90614,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90615,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90616,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,,Betacoronavirus cameli,103,NS3 protein,2015-03
ASU90617,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,,Betacoronavirus cameli,109,NS4A protein,2015-03
ASU90618,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,,Betacoronavirus cameli,246,NS4B protein,2015-03
ASU90619,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,,Betacoronavirus cameli,224,NS5 protein,2015-03
ASU90620,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,,Betacoronavirus cameli,82,envelope protein,2015-03
ASU90621,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,,Betacoronavirus cameli,219,membrane protein,2015-03
ASU90622,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,,Betacoronavirus cameli,413,nucleoprotein,2015-03
ASU90623,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,,Betacoronavirus cameli,112,ORF8b protein,2015-03
ASU90624,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,,Betacoronavirus cameli,7078,1AB polyprotein,2015-03
ASU90625,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,,Betacoronavirus cameli,4391,1A polyprotein,2015-03
ASU90626,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,,Betacoronavirus cameli,1353,spike glycoprotein,2015-03
ASU90627,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,,Betacoronavirus cameli,103,NS3 protein,2015-03
