Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
UVC33561,Bovine coronavirus,GenBank,,OP037426,VDC/2018/11/E,Betacoronavirus 1,41,4.8 kDa non-structural protein,2018
UVC33562,Bovine coronavirus,GenBank,,OP037426,VDC/2018/11/E,Betacoronavirus 1,11,4.9 kDa non-structural protein,2018
UVC33563,Bovine coronavirus,GenBank,,OP037427,VDC/2018/12/E,Betacoronavirus 1,7094,ORF1ab polyprotein,2018
UVC33564,Bovine coronavirus,GenBank,,OP037427,VDC/2018/12/E,Betacoronavirus 1,4383,ORF1a polyprotein,2018
UVC33565,Bovine coronavirus,GenBank,,OP037427,VDC/2018/12/E,Betacoronavirus 1,1363,spike protein,2018
UVC33566,Bovine coronavirus,GenBank,,OP037427,VDC/2018/12/E,Betacoronavirus 1,448,nucleocapsid protein,2018
UVC33567,Bovine coronavirus,GenBank,,OP037427,VDC/2018/12/E,Betacoronavirus 1,424,hemagglutinin-esterase,2018
UVC33568,Bovine coronavirus,GenBank,,OP037427,VDC/2018/12/E,Betacoronavirus 1,278,32 kDa non-structural protein,2018
UVC33569,Bovine coronavirus,GenBank,,OP037427,VDC/2018/12/E,Betacoronavirus 1,230,membrane protein,2018
UVC33570,Bovine coronavirus,GenBank,,OP037427,VDC/2018/12/E,Betacoronavirus 1,134,internal protein,2018
UVC33571,Bovine coronavirus,GenBank,,OP037427,VDC/2018/12/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2018
UVC33572,Bovine coronavirus,GenBank,,OP037427,VDC/2018/12/E,Betacoronavirus 1,82,envelope protein,2018
UVC33573,Bovine coronavirus,GenBank,,OP037427,VDC/2018/12/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2018
UVC33574,Bovine coronavirus,GenBank,,OP037427,VDC/2018/12/E,Betacoronavirus 1,24,4.8 kDa non-structural protein,2018
UVC33575,Bovine coronavirus,GenBank,,OP037428,VDC/2018/13/E,Betacoronavirus 1,7094,ORF1ab polyprotein,2018
UVC33576,Bovine coronavirus,GenBank,,OP037428,VDC/2018/13/E,Betacoronavirus 1,4383,ORF1a polyprotein,2018
UVC33577,Bovine coronavirus,GenBank,,OP037428,VDC/2018/13/E,Betacoronavirus 1,1363,spike protein,2018
UVC33578,Bovine coronavirus,GenBank,,OP037428,VDC/2018/13/E,Betacoronavirus 1,448,nucleocapsid protein,2018
UVC33579,Bovine coronavirus,GenBank,,OP037428,VDC/2018/13/E,Betacoronavirus 1,424,hemagglutinin-esterase,2018
UVC33580,Bovine coronavirus,GenBank,,OP037428,VDC/2018/13/E,Betacoronavirus 1,278,32 kDa non-structural protein,2018
UVC33581,Bovine coronavirus,GenBank,,OP037428,VDC/2018/13/E,Betacoronavirus 1,230,membrane protein,2018
UVC33582,Bovine coronavirus,GenBank,,OP037428,VDC/2018/13/E,Betacoronavirus 1,207,internal protein,2018
UVC33583,Bovine coronavirus,GenBank,,OP037428,VDC/2018/13/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2018
UVC33584,Bovine coronavirus,GenBank,,OP037428,VDC/2018/13/E,Betacoronavirus 1,84,envelope protein,2018
UVC33585,Bovine coronavirus,GenBank,,OP037428,VDC/2018/13/E,Betacoronavirus 1,41,4.8 kDa non-structural protein,2018
UVC33586,Bovine coronavirus,GenBank,,OP037428,VDC/2018/13/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2018
UVC33587,Bovine coronavirus,GenBank,,OP037429,VDC/2019/01/E,Betacoronavirus 1,7094,ORF1ab polyprotein,2019
UVC33588,Bovine coronavirus,GenBank,,OP037429,VDC/2019/01/E,Betacoronavirus 1,4383,ORF1a polyprotein,2019
UVC33589,Bovine coronavirus,GenBank,,OP037429,VDC/2019/01/E,Betacoronavirus 1,1363,spike protein,2019
UVC33590,Bovine coronavirus,GenBank,,OP037429,VDC/2019/01/E,Betacoronavirus 1,448,nucleocapsid protein,2019
UVC33591,Bovine coronavirus,GenBank,,OP037429,VDC/2019/01/E,Betacoronavirus 1,424,hemagglutinin-esterase,2019
UVC33592,Bovine coronavirus,GenBank,,OP037429,VDC/2019/01/E,Betacoronavirus 1,278,32 kDa non-structural protein,2019
UVC33593,Bovine coronavirus,GenBank,,OP037429,VDC/2019/01/E,Betacoronavirus 1,230,membrane protein,2019
UVC33594,Bovine coronavirus,GenBank,,OP037429,VDC/2019/01/E,Betacoronavirus 1,207,internal protein,2019
UVC33595,Bovine coronavirus,GenBank,,OP037429,VDC/2019/01/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2019
UVC33596,Bovine coronavirus,GenBank,,OP037429,VDC/2019/01/E,Betacoronavirus 1,84,envelope protein,2019
UVC33597,Bovine coronavirus,GenBank,,OP037429,VDC/2019/01/E,Betacoronavirus 1,42,4.8 kDa non-structural protein,2019
UVC33598,Bovine coronavirus,GenBank,,OP037429,VDC/2019/01/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2019
UVC33599,Bovine coronavirus,GenBank,,OP037430,VDC/2019/01/R,Betacoronavirus 1,7094,ORF1ab polyprotein,2019
UVC33600,Bovine coronavirus,GenBank,,OP037430,VDC/2019/01/R,Betacoronavirus 1,4383,ORF1a polyprotein,2019
UVC33601,Bovine coronavirus,GenBank,,OP037430,VDC/2019/01/R,Betacoronavirus 1,1363,spike protein,2019
UVC33602,Bovine coronavirus,GenBank,,OP037430,VDC/2019/01/R,Betacoronavirus 1,448,nucleocapsid protein,2019
UVC33603,Bovine coronavirus,GenBank,,OP037430,VDC/2019/01/R,Betacoronavirus 1,424,hemagglutinin-esterase,2019
UVC33604,Bovine coronavirus,GenBank,,OP037430,VDC/2019/01/R,Betacoronavirus 1,278,32 kDa non-structural protein,2019
UVC33605,Bovine coronavirus,GenBank,,OP037430,VDC/2019/01/R,Betacoronavirus 1,230,membrane protein,2019
UVC33606,Bovine coronavirus,GenBank,,OP037430,VDC/2019/01/R,Betacoronavirus 1,207,internal protein,2019
UVC33607,Bovine coronavirus,GenBank,,OP037430,VDC/2019/01/R,Betacoronavirus 1,109,12.7 kDa non-structural protein,2019
UVC33608,Bovine coronavirus,GenBank,,OP037430,VDC/2019/01/R,Betacoronavirus 1,84,envelope protein,2019
UVC33609,Bovine coronavirus,GenBank,,OP037430,VDC/2019/01/R,Betacoronavirus 1,29,4.9 kDa non-structural protein,2019
UVC33610,Bovine coronavirus,GenBank,,OP037430,VDC/2019/01/R,Betacoronavirus 1,7,4.8 kDa non-structural protein,2019
UVC33611,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,7094,ORF1ab polyprotein,2019
UVC33612,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,4383,ORF1a polyprotein,2019
UVC33613,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,1363,spike protein,2019
UVC33614,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,448,nucleocapsid protein,2019
UVC33615,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,424,hemagglutinin-esterase,2019
UVC33616,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,278,32 kDa non-structural protein,2019
UVC33617,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,230,membrane protein,2019
UVC33618,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,207,internal protein,2019
UVC33619,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2019
UVC33620,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,84,envelope protein,2019
UVC33621,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,41,4.8 kDa non-structural protein,2019
UVC33622,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2019
UVC33623,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,7094,ORF1ab polyprotein,2019
UVC33624,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,4383,ORF1a polyprotein,2019
UVC33625,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,1363,spike protein,2019
UVC33626,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,448,nucleocapsid protein,2019
UVC33627,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,424,hemagglutinin-esterase,2019
UVC33628,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,278,32 kDa non-structural protein,2019
UVC33629,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,230,membrane protein,2019
UVC33630,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,207,internal protein,2019
UVC33631,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2019
UVC33632,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,84,envelope protein,2019
UVC33633,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,41,4.8 kDa non-structural protein,2019
UVC33634,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2019
UVC33635,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,7094,ORF1ab polyprotein,2019
UVC33636,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,4383,ORF1a polyprotein,2019
UVC33637,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,1363,spike protein,2019
UVC33638,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,448,nucleocapsid protein,2019
UVC33639,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,424,hemagglutinin-esterase,2019
UVC33640,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,278,32 kDa non-structural protein,2019
UVC33641,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,230,membrane protein,2019
UVC33642,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,207,internal protein,2019
UVC33643,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2019
UVC33644,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,84,envelope protein,2019
UVC33645,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,41,4.8 kDa non-structural protein,2019
UVC33646,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2019
UVC33647,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,7094,ORF1ab polyprotein,2019
UVC33648,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,4383,ORF1a polyprotein,2019
UVC33649,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,1363,spike protein,2019
UVC33650,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,448,nucleocapsid protein,2019
UVC33651,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,424,hemagglutinin-esterase,2019
UVC33652,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,278,32 kDa non-structural protein,2019
UVC33653,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,230,membrane protein,2019
UVC33654,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,207,internal protein,2019
UVC33655,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2019
UVC33656,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,84,envelope protein,2019
UVC33657,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,42,4.8 kDa non-structural protein,2019
UVC33658,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2019
UVC33659,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,7094,ORF1ab polyprotein,2019
UVC33660,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,4383,ORF1a polyprotein,2019
UVC33661,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,1363,spike protein,2019
UVC33662,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,448,nucleocapsid protein,2019
UVC33663,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,424,hemagglutinin-esterase,2019
UVC33664,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,278,32 kDa non-structural protein,2019
UVC33665,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,230,membrane protein,2019
UVC33666,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,207,internal protein,2019
UVC33667,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2019
UVC33668,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,84,envelope protein,2019
UVC33669,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,42,4.8 kDa non-structural protein,2019
UVC33670,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2019
UVC33671,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
UVC33672,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,4383,ORF1a polyprotein,2022
UVC33673,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,1363,spike protein,2022
UVC33674,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,448,nucleocapsid protein,2022
UVC33675,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,424,hemagglutinin-esterase,2022
UVC33676,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,278,32 kDa non-structural protein,2022
UVC33677,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,230,membrane protein,2022
UVC33678,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,207,internal protein,2022
UVC33679,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2022
UVC33680,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,84,envelope protein,2022
UVC33681,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2022
UVC33682,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,7,4.8 kDa non-structural protein,2022
UVC33683,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,7089,ORF1ab polyprotein,2022
UVC33684,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,4378,ORF1a polyprotein,2022
UVC33685,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,1363,spike protein,2022
UVC33686,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,448,nucleocapsid protein,2022
UVC33687,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,424,hemagglutinin-esterase,2022
UVC33688,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,278,32 kDa non-structural protein,2022
UVC33689,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,230,membrane protein,2022
UVC33690,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,207,internal protein,2022
UVC33691,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2022
UVC33692,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,84,envelope protein,2022
UVC33693,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,41,4.8 kDa non-structural protein,2022
UVC33694,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2022
UVC33695,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
UVC33696,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,4383,ORF1a polyprotein,2022
UVC33697,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,1363,spike protein,2022
UVC33698,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,448,nucleocapsid protein,2022
UVC33699,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,424,hemagglutinin-esterase,2022
UVC33700,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,278,32 kDa non-structural protein,2022
UVC33701,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,230,membrane protein,2022
UVC33702,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,207,internal protein,2022
UVC33703,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2022
UVC33704,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,84,envelope protein,2022
UVC33705,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,41,4.8 kDa non-structural protein,2022
UVC33706,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2022
UVC33707,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
UVC33708,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,4383,ORF1a polyprotein,2022
UVC33709,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,1363,spike protein,2022
UVC33710,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,448,nucleocapsid protein,2022
UVC33711,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,424,hemagglutinin-esterase,2022
UVC33712,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,278,32 kDa non-structural protein,2022
UVC33713,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,230,membrane protein,2022
UVC33714,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,207,internal protein,2022
UVC33715,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2022
UVC33716,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,84,envelope protein,2022
UVC33717,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,41,4.8 kDa non-structural protein,2022
UVC33718,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2022
UVC33719,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
UVC33720,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,4383,ORF1a polyprotein,2022
UVC33721,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,1363,spike protein,2022
UVC33722,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,448,nucleocapsid protein,2022
UVC33723,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,428,hemagglutinin-esterase,2022
UVC33724,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,278,32 kDa non-structural protein,2022
UVC33725,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,230,membrane protein,2022
UVC33726,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,207,internal protein,2022
UVC33727,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2022
UVC33728,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,84,envelope protein,2022
UVC33729,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2022
UVC33730,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,7,4.8 kDa non-structural protein,2022
UVC33731,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
UVC33732,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,4383,ORF1a polyprotein,2022
UVC33733,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,1363,spike protein,2022
UVC33734,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,448,nucleocapsid protein,2022
UVC33735,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,424,hemagglutinin-esterase,2022
UVC33736,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,278,32 kDa non-structural protein,2022
UVC33737,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,230,membrane protein,2022
UVC33738,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,207,internal protein,2022
UVC33739,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2022
UVC33740,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,84,envelope protein,2022
UVC33741,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,41,4.8 kDa non-structural protein,2022
UVC33742,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2022
UVC33743,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,7092,ORF1ab polyprotein,2022
UVC33744,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,4381,ORF1a polyprotein,2022
UVC33745,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,1363,spike protein,2022
UVC33746,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,448,nucleocapsid protein,2022
UVC33747,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,424,hemagglutinin-esterase,2022
UVC33748,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,278,32 kDa non-structural protein,2022
UVC33749,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,230,membrane protein,2022
UVC33750,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,207,internal protein,2022
UVC33751,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,109,12.7 kDa non-structural protein,2022
UVC33752,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,84,envelope protein,2022
UVC33753,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,41,4.8 kDa non-structural protein,2022
UVC33754,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,29,4.9 kDa non-structural protein,2022
UUT43989,Bovine coronavirus,GenBank,,OP186313,KGS-2,Betacoronavirus 1,1363,spike,2017
UUT43990,Bovine coronavirus,GenBank,,OP186314,KTY-7,Betacoronavirus 1,1363,spike,2017
UUT43991,Bovine coronavirus,GenBank,,OP186315,KJS-4,Betacoronavirus 1,1363,spike,2017
UUT43992,Bovine coronavirus,GenBank,,OP186316,KBR-8,Betacoronavirus 1,1363,spike,2017
UUT43993,Bovine coronavirus,GenBank,,OP186317,KJS-5,Betacoronavirus 1,1363,spike,2017
UUT43994,Bovine coronavirus,GenBank,,OP186318,KBR-1,Betacoronavirus 1,1363,spike,2017
UUT43995,Bovine coronavirus,GenBank,,OP186319,KBR-9,Betacoronavirus 1,1363,spike,2017
UUT43996,Bovine coronavirus,GenBank,,OP186320,KHS,Betacoronavirus 1,1363,spike,2017
UUT43997,Bovine coronavirus,GenBank,,OP186321,KJS-1,Betacoronavirus 1,1363,spike,2017
UUT43998,Bovine coronavirus,GenBank,,OP186322,KBR-12,Betacoronavirus 1,1363,spike,2017
UUT43999,Bovine coronavirus,GenBank,,OP186323,KSC-2,Betacoronavirus 1,1363,spike,2017
UUT44000,Bovine coronavirus,GenBank,,OP186324,KNS-11,Betacoronavirus 1,1363,spike,2018
UUT44001,Bovine coronavirus,GenBank,,OP186325,KBR-2,Betacoronavirus 1,1363,spike,2017
UUT44002,Bovine coronavirus,GenBank,,OP186326,KIS-1,Betacoronavirus 1,1363,spike,2017
UUT44003,Bovine coronavirus,GenBank,,OP186327,KHN-11,Betacoronavirus 1,1363,spike,2018
UUT44004,Bovine coronavirus,GenBank,,OP186328,KHN-13,Betacoronavirus 1,1363,spike,2018
UUT44005,Bovine coronavirus,GenBank,,OP186329,KGS-2,Betacoronavirus 1,424,HE,2017
UUT44006,Bovine coronavirus,GenBank,,OP186330,KTY-7,Betacoronavirus 1,424,HE,2017
UUT44007,Bovine coronavirus,GenBank,,OP186331,KJS-4,Betacoronavirus 1,424,HE,2017
UUT44008,Bovine coronavirus,GenBank,,OP186332,KBR-8,Betacoronavirus 1,424,HE,2017
UUT44009,Bovine coronavirus,GenBank,,OP186333,KJS-5,Betacoronavirus 1,424,HE,2017
UUT44010,Bovine coronavirus,GenBank,,OP186334,KBR-1,Betacoronavirus 1,424,HE,2017
UUT44011,Bovine coronavirus,GenBank,,OP186335,KBR-9,Betacoronavirus 1,424,HE,2017
UUT44012,Bovine coronavirus,GenBank,,OP186336,KHS,Betacoronavirus 1,424,HE,2017
UUT44013,Bovine coronavirus,GenBank,,OP186337,KJS-1,Betacoronavirus 1,424,HE,2017
UUT44014,Bovine coronavirus,GenBank,,OP186338,KBR-12,Betacoronavirus 1,424,HE,2017
UUT44015,Bovine coronavirus,GenBank,,OP186339,KSC-2,Betacoronavirus 1,424,HE,2017
