Accession,GenBank_RefSeq,Nucleotide,Assembly,Protein,Organism_Name,Isolate,Length,Collection_Date
URC19855,GenBank,MT082139,,RNA-dependent RNA polymerase,Human coronavirus 229E,PREDICT_RWAH0242,129,2017-01-12
URC19858,GenBank,MT082142,,RNA-dependent RNA polymerase,Human coronavirus 229E,PREDICT_RWAH0301,129,2017-01-16
URC19859,GenBank,MT082143,,RNA-dependent RNA polymerase,Human coronavirus 229E,PREDICT_RWAH0318,129,2017-01-19
URC19860,GenBank,MT082144,,RNA-dependent RNA polymerase,Human coronavirus 229E,PREDICT_RWAH0323,131,2017-01-20
URC19876,GenBank,MT082161,,RNA-dependent RNA polymerase,Human coronavirus 229E,PREDICT_UGAB0173,129,2017-05-23
URC19921,GenBank,MT082206,,RNA-dependent RNA polymerase,Human coronavirus 229E,PREDICT_GHBH359267,129,2018-06-13
URC20678,GenBank,MT083330,,RNA-dependent RNA polymerase,Human coronavirus 229E,PREDICT_BDAH0283,129,2018-02-09
URC20679,GenBank,MT083331,,RNA-dependent RNA polymerase,Human coronavirus 229E,PREDICT_BDAH0283,129,2018-02-09
URC20680,GenBank,MT083332,,RNA-dependent RNA polymerase,Human coronavirus 229E,PREDICT_BDAH0319,129,2018-02-11
URC20737,GenBank,MT083392,,RNA-dependent RNA polymerase,Human coronavirus 229E,PREDICT_NPAH0443,129,2017-01-23
URC20779,GenBank,MT083435,,RNA-dependent RNA polymerase,Human coronavirus 229E,PREDICT_NPAH0387,129,2017-01-21
URC21618,GenBank,MT125487,,RNA-dependent RNA polymerase,Human coronavirus 229E,10033,131,2018-01-24
URC21692,GenBank,MT125561,,RNA-dependent RNA polymerase,Human coronavirus 229E,10196,131,2016-11-16
URC21732,GenBank,MT221710,,RNA-dependent RNA polymerase,Human coronavirus 229E,PREDICT_CMAB71535,129,2016-05-31
UPN68155,GenBank,MZ712010,,replicase polyprotein 1ab,Human coronavirus 229E,,6758,2017-06
UPN68156,GenBank,MZ712010,,surface glycoprotein,Human coronavirus 229E,,1173,2017-06
UPN68157,GenBank,MZ712010,,4a protein,Human coronavirus 229E,,133,2017-06
UPN68158,GenBank,MZ712010,,4b protein,Human coronavirus 229E,,88,2017-06
UPN68159,GenBank,MZ712010,,envelope protein,Human coronavirus 229E,,77,2017-06
UPN68160,GenBank,MZ712010,,membrane protein,Human coronavirus 229E,,225,2017-06
UPN68161,GenBank,MZ712010,,nucleocapsid protein,Human coronavirus 229E,,389,2017-06
UPG58711,GenBank,OK662398,,replicase polyprotein 1ab,Human coronavirus 229E,TKU-2021b,6758,2021
UPG58712,GenBank,OK662398,,spike surface glycoprotein,Human coronavirus 229E,TKU-2021b,1173,2021
UPG58713,GenBank,OK662398,,4a protein,Human coronavirus 229E,TKU-2021b,133,2021
UPG58714,GenBank,OK662398,,4b protein,Human coronavirus 229E,TKU-2021b,88,2021
UPG58715,GenBank,OK662398,,envelope protein,Human coronavirus 229E,TKU-2021b,77,2021
UPG58716,GenBank,OK662398,,membrane protein,Human coronavirus 229E,TKU-2021b,225,2021
UPG58717,GenBank,OK662398,,nucleocapsid protein,Human coronavirus 229E,TKU-2021b,389,2021
BCF74526,GenBank,LC543620,,nucleocapsid protein,Human coronavirus 229E,,347,2013-05-16
BCF74527,GenBank,LC543621,,nucleocapsid protein,Human coronavirus 229E,,371,2013-05-30
BDG66351,GenBank,AB691764,set:AB691764,ORF1ab polyprotein,Human coronavirus 229E,Sendai-H/1121/04,6756,2004
BDG66352,GenBank,AB691764,set:AB691764,ORF1a polyprotein,Human coronavirus 229E,Sendai-H/1121/04,4083,2004
BDG66353,GenBank,AB691764,set:AB691764,NS4a protein,Human coronavirus 229E,Sendai-H/1121/04,168,2004
BDG66354,GenBank,AB691764,set:AB691764,envelope protein,Human coronavirus 229E,Sendai-H/1121/04,77,2004
BDG66355,GenBank,AB691764,set:AB691764,membrane protein,Human coronavirus 229E,Sendai-H/1121/04,225,2004
BDG66356,GenBank,AB691764,set:AB691764,nucleocapsid protein,Human coronavirus 229E,Sendai-H/1121/04,389,2004
BDG66357,GenBank,AB691765,set:AB691765,ORF1ab polyprotein,Human coronavirus 229E,Sendai-H/826/04,6756,2004
BDG66358,GenBank,AB691765,set:AB691765,ORF1a polyprotein,Human coronavirus 229E,Sendai-H/826/04,4083,2004
BDG66359,GenBank,AB691765,set:AB691765,NS4a protein,Human coronavirus 229E,Sendai-H/826/04,143,2004
BDG66360,GenBank,AB691765,set:AB691765,envelope protein,Human coronavirus 229E,Sendai-H/826/04,77,2004
BDG66361,GenBank,AB691765,set:AB691765,membrane protein,Human coronavirus 229E,Sendai-H/826/04,225,2004
BDG66362,GenBank,AB691765,set:AB691765,nucleocapsid protein,Human coronavirus 229E,Sendai-H/826/04,389,2004
BDG66363,GenBank,AB691766,set:AB691766,ORF1ab polyprotein,Human coronavirus 229E,Sendai-H/1948/04,6756,2004
BDG66364,GenBank,AB691766,set:AB691766,ORF1a polyprotein,Human coronavirus 229E,Sendai-H/1948/04,4083,2004
BDG66365,GenBank,AB691766,set:AB691766,NS4a protein,Human coronavirus 229E,Sendai-H/1948/04,168,2004
BDG66366,GenBank,AB691766,set:AB691766,envelope protein,Human coronavirus 229E,Sendai-H/1948/04,77,2004
BDG66367,GenBank,AB691766,set:AB691766,membrane protein,Human coronavirus 229E,Sendai-H/1948/04,225,2004
BDG66368,GenBank,AB691766,set:AB691766,nucleocapsid protein,Human coronavirus 229E,Sendai-H/1948/04,389,2004
BDG66369,GenBank,AB691767,set:AB691767,ORF1ab polyprotein,Human coronavirus 229E,Niigata/01/08,6756,2008
BDG66370,GenBank,AB691767,set:AB691767,ORF1a polyprotein,Human coronavirus 229E,Niigata/01/08,4083,2008
BDG66371,GenBank,AB691767,set:AB691767,NS4a protein,Human coronavirus 229E,Niigata/01/08,219,2008
BDG66372,GenBank,AB691767,set:AB691767,envelope protein,Human coronavirus 229E,Niigata/01/08,77,2008
BDG66373,GenBank,AB691767,set:AB691767,membrane protein,Human coronavirus 229E,Niigata/01/08,225,2008
BDG66374,GenBank,AB691767,set:AB691767,nucleocapsid protein,Human coronavirus 229E,Niigata/01/08,389,2008
UJH59857,GenBank,MW587035,,ORF1ab polyprotein,Human coronavirus 229E,S0677SP,6763,2017-12
UJH59858,GenBank,MW587035,,ORF1a polyprotein,Human coronavirus 229E,S0677SP,4090,2017-12
UJH59859,GenBank,MW587035,,surface glycoprotein,Human coronavirus 229E,S0677SP,1168,2017-12
UJH59860,GenBank,MW587035,,ORF4 protein,Human coronavirus 229E,S0677SP,219,2017-12
UJH59861,GenBank,MW587035,,envelope protein,Human coronavirus 229E,S0677SP,77,2017-12
UJH59862,GenBank,MW587035,,membrane protein,Human coronavirus 229E,S0677SP,225,2017-12
UJH59863,GenBank,MW587035,,nucleocapsid protein,Human coronavirus 229E,S0677SP,389,2017-12
UJH59864,GenBank,MW587036,,ORF1ab polyprotein,Human coronavirus 229E,S1004CFR,6761,2017-12
UJH59865,GenBank,MW587036,,ORF1a polyprotein,Human coronavirus 229E,S1004CFR,4088,2017-12
UJH59866,GenBank,MW587036,,surface glycoprotein,Human coronavirus 229E,S1004CFR,1167,2017-12
UJH59867,GenBank,MW587036,,ORF4 protein,Human coronavirus 229E,S1004CFR,219,2017-12
UJH59868,GenBank,MW587036,,envelope protein,Human coronavirus 229E,S1004CFR,77,2017-12
UJH59869,GenBank,MW587036,,membrane protein,Human coronavirus 229E,S1004CFR,225,2017-12
UJH59870,GenBank,MW587036,,nucleocapsid protein,Human coronavirus 229E,S1004CFR,389,2017-12
UJH59871,GenBank,MW587037,,ORF1ab polyprotein,Human coronavirus 229E,S0970XLQ,6763,2017-12
UJH59872,GenBank,MW587037,,ORF1a polyprotein,Human coronavirus 229E,S0970XLQ,4090,2017-12
UJH59873,GenBank,MW587037,,surface glycoprotein,Human coronavirus 229E,S0970XLQ,1171,2017-12
UJH59874,GenBank,MW587037,,ORF4 protein,Human coronavirus 229E,S0970XLQ,219,2017-12
UJH59875,GenBank,MW587037,,envelope protein,Human coronavirus 229E,S0970XLQ,77,2017-12
UJH59876,GenBank,MW587037,,membrane protein,Human coronavirus 229E,S0970XLQ,225,2017-12
UJH59877,GenBank,MW587037,,nucleocapsid protein,Human coronavirus 229E,S0970XLQ,389,2017-12
UJH59878,GenBank,MW587038,,ORF1ab polyprotein,Human coronavirus 229E,S0959FBW,6763,2017-12
UJH59879,GenBank,MW587038,,ORF1a polyprotein,Human coronavirus 229E,S0959FBW,4090,2017-12
UJH59880,GenBank,MW587038,,surface glycoprotein,Human coronavirus 229E,S0959FBW,1171,2017-12
UJH59881,GenBank,MW587038,,ORF4 protein,Human coronavirus 229E,S0959FBW,219,2017-12
UJH59882,GenBank,MW587038,,envelope protein,Human coronavirus 229E,S0959FBW,77,2017-12
UJH59883,GenBank,MW587038,,membrane protein,Human coronavirus 229E,S0959FBW,225,2017-12
UJH59884,GenBank,MW587038,,nucleocapsid protein,Human coronavirus 229E,S0959FBW,389,2017-12
UID85542,GenBank,OK625404,,replicase polyprotein 1ab,Human coronavirus 229E,,6758,2017
UID85543,GenBank,OK625404,,replicase polyprotein 1a,Human coronavirus 229E,,4085,2017
UID85544,GenBank,OK625404,,surface glycoprotein,Human coronavirus 229E,,1173,2017
UID85545,GenBank,OK625404,,4a protein,Human coronavirus 229E,,133,2017
UID85546,GenBank,OK625404,,4b protein,Human coronavirus 229E,,88,2017
UID85547,GenBank,OK625404,,envelope protein,Human coronavirus 229E,,77,2017
UID85548,GenBank,OK625404,,membrane protein,Human coronavirus 229E,,225,2017
UID85549,GenBank,OK625404,,nucleocapsid protein,Human coronavirus 229E,,389,2017
UDL16995,GenBank,MW202340,,replicase polyprotein 1ab,Human coronavirus 229E,229E_S220,6763,2018
UDL16996,GenBank,MW202340,,replicase polyprotein 1a,Human coronavirus 229E,229E_S220,4090,2018
UDL16997,GenBank,MW202340,,S protein,Human coronavirus 229E,229E_S220,1171,2018
UDL16998,GenBank,MW202340,,ORF4 protein,Human coronavirus 229E,229E_S220,219,2018
UDL16999,GenBank,MW202340,,E protein,Human coronavirus 229E,229E_S220,77,2018
UDL17000,GenBank,MW202340,,M protein,Human coronavirus 229E,229E_S220,225,2018
UDL17001,GenBank,MW202340,,N protein,Human coronavirus 229E,229E_S220,389,2018
BDB58080,GenBank,LC654445,,orf 1ab,Human coronavirus 229E,Fukushima_H829_2020,6756,2020
BDB58081,GenBank,LC654445,,orf 1a,Human coronavirus 229E,Fukushima_H829_2020,4083,2020
BDB58082,GenBank,LC654445,,spike protein,Human coronavirus 229E,Fukushima_H829_2020,1171,2020
BDB58083,GenBank,LC654445,,orf4,Human coronavirus 229E,Fukushima_H829_2020,219,2020
BDB58084,GenBank,LC654445,,envelope protein,Human coronavirus 229E,Fukushima_H829_2020,77,2020
BDB58085,GenBank,LC654445,,membrane protein,Human coronavirus 229E,Fukushima_H829_2020,225,2020
BDB58086,GenBank,LC654445,,nucleocapsid protein,Human coronavirus 229E,Fukushima_H829_2020,389,2020
BDB58087,GenBank,LC654446,,orf 1ab,Human coronavirus 229E,Fukushima_H832_2020,6756,2020
BDB58088,GenBank,LC654446,,orf 1a,Human coronavirus 229E,Fukushima_H832_2020,4083,2020
BDB58089,GenBank,LC654446,,spike protein,Human coronavirus 229E,Fukushima_H832_2020,1171,2020
BDB58090,GenBank,LC654446,,orf4,Human coronavirus 229E,Fukushima_H832_2020,219,2020
BDB58091,GenBank,LC654446,,envelope protein,Human coronavirus 229E,Fukushima_H832_2020,77,2020
BDB58092,GenBank,LC654446,,membrane protein,Human coronavirus 229E,Fukushima_H832_2020,225,2020
BDB58093,GenBank,LC654446,,nucleocapsid protein,Human coronavirus 229E,Fukushima_H832_2020,389,2020
QXF78499,GenBank,MT492212,,nucleocapsid protein,Human coronavirus 229E,,182,2018
QXF78500,GenBank,MT492213,,nucleocapsid protein,Human coronavirus 229E,,182,2018
QXF78501,GenBank,MT492214,,nucleocapsid protein,Human coronavirus 229E,,182,2017
QXF78502,GenBank,MT492215,,nucleocapsid protein,Human coronavirus 229E,,182,2014
QXF78503,GenBank,MT492216,,nucleocapsid protein,Human coronavirus 229E,,182,2013
QXF78504,GenBank,MT492217,,nucleocapsid protein,Human coronavirus 229E,,182,2013
QXF78505,GenBank,MT492218,,nucleocapsid protein,Human coronavirus 229E,,182,2013
QXF78506,GenBank,MT492219,,nucleocapsid protein,Human coronavirus 229E,,182,2012
QXF78507,GenBank,MT492220,,nucleocapsid protein,Human coronavirus 229E,,182,2011
QXF78508,GenBank,MT492221,,nucleocapsid protein,Human coronavirus 229E,,182,2013
QXF78509,GenBank,MT492222,,nucleocapsid protein,Human coronavirus 229E,,182,2011
QRK03773,GenBank,MW532103,,orf1ab polyprotein,Human coronavirus 229E,,6763,2017-05-02
QRK03774,GenBank,MW532103,,orf1a protein,Human coronavirus 229E,,4090,2017-05-02
QRK03775,GenBank,MW532103,,spike glycoprotein,Human coronavirus 229E,,1171,2017-05-02
QRK03776,GenBank,MW532103,,accessory protein,Human coronavirus 229E,,219,2017-05-02
QRK03777,GenBank,MW532103,,E protein,Human coronavirus 229E,,77,2017-05-02
QRK03778,GenBank,MW532103,,membrane protein,Human coronavirus 229E,,225,2017-05-02
QRK03779,GenBank,MW532103,,nucleocapsid protein,Human coronavirus 229E,,389,2017-05-02
QRK03780,GenBank,MW532104,,orf1ab polyprotein,Human coronavirus 229E,,6763,2017-08-02
QRK03781,GenBank,MW532104,,orf1a protein,Human coronavirus 229E,,4090,2017-08-02
QRK03782,GenBank,MW532104,,spike glycoprotein,Human coronavirus 229E,,1171,2017-08-02
QRK03783,GenBank,MW532104,,accessory protein,Human coronavirus 229E,,219,2017-08-02
QRK03784,GenBank,MW532104,,E protein,Human coronavirus 229E,,77,2017-08-02
QRK03785,GenBank,MW532104,,membrane protein,Human coronavirus 229E,,225,2017-08-02
QRK03786,GenBank,MW532104,,nucleocapsid protein,Human coronavirus 229E,,389,2017-08-02
QRK03787,GenBank,MW532105,,orf1ab polyprotein,Human coronavirus 229E,,6763,2017-09-06
QRK03788,GenBank,MW532105,,orf1a protein,Human coronavirus 229E,,4090,2017-09-06
QRK03789,GenBank,MW532105,,spike glycoprotein,Human coronavirus 229E,,1171,2017-09-06
QRK03790,GenBank,MW532105,,accessory protein,Human coronavirus 229E,,219,2017-09-06
QRK03791,GenBank,MW532105,,E protein,Human coronavirus 229E,,77,2017-09-06
QRK03792,GenBank,MW532105,,membrane protein,Human coronavirus 229E,,225,2017-09-06
QRK03793,GenBank,MW532105,,nucleocapsid protein,Human coronavirus 229E,,389,2017-09-06
QRK03794,GenBank,MW532106,,orf1ab polyprotein,Human coronavirus 229E,,6763,2009-06-09
QRK03795,GenBank,MW532106,,orf1a protein,Human coronavirus 229E,,4090,2009-06-09
QRK03796,GenBank,MW532106,,spike glycoprotein,Human coronavirus 229E,,1171,2009-06-09
QRK03797,GenBank,MW532106,,accessory protein,Human coronavirus 229E,,219,2009-06-09
QRK03798,GenBank,MW532106,,E protein,Human coronavirus 229E,,77,2009-06-09
QRK03799,GenBank,MW532106,,membrane protein,Human coronavirus 229E,,225,2009-06-09
QRK03800,GenBank,MW532106,,nucleocapsid protein,Human coronavirus 229E,,389,2009-06-09
QRK03801,GenBank,MW532107,,orf1ab polyprotein,Human coronavirus 229E,,6763,2009-04-15
QRK03802,GenBank,MW532107,,orf1a protein,Human coronavirus 229E,,4090,2009-04-15
QRK03803,GenBank,MW532107,,spike glycoprotein,Human coronavirus 229E,,1170,2009-04-15
QRK03804,GenBank,MW532107,,accessory protein,Human coronavirus 229E,,219,2009-04-15
QRK03805,GenBank,MW532107,,E protein,Human coronavirus 229E,,77,2009-04-15
QRK03806,GenBank,MW532107,,membrane protein,Human coronavirus 229E,,225,2009-04-15
QRK03807,GenBank,MW532107,,nucleocapsid protein,Human coronavirus 229E,,389,2009-04-15
QQY99246,GenBank,MT118677,,replicase polyprotein 1ab,Human coronavirus 229E,,6763,2018
QQY99247,GenBank,MT118677,,replicase polyprotein 1a,Human coronavirus 229E,,4090,2018
QQY99248,GenBank,MT118677,,S protein,Human coronavirus 229E,,1171,2018
QQY99249,GenBank,MT118677,,ORF4,Human coronavirus 229E,,219,2018
QQY99250,GenBank,MT118677,,E protein,Human coronavirus 229E,,77,2018
QQY99251,GenBank,MT118677,,M protein,Human coronavirus 229E,,225,2018
QQY99252,GenBank,MT118677,,N protein,Human coronavirus 229E,,389,2018
QNT54713,GenBank,MT797635,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK04-01,927,2004-04
QNT54714,GenBank,MT797636,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK04-02,927,2004-06
QNT54715,GenBank,MT797637,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-03,927,2005-02
QNT54716,GenBank,MT797638,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-04,927,2005-03
QNT54717,GenBank,MT797639,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-05,927,2005-04
QNT54718,GenBank,MT797640,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-06,927,2005-10
QNT54719,GenBank,MT797641,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-07,927,2005-11
QNT54720,GenBank,MT797642,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-08,927,2005-11
QNT54721,GenBank,MT797643,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-09,927,2005-11
QNT54722,GenBank,MT797644,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-10,927,2005-11
QNT54723,GenBank,MT797645,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-11,927,2005-12
QNT54724,GenBank,MT797646,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-12,927,2005-12
QNT54725,GenBank,MT797647,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-13,927,2005-12
QNT54726,GenBank,MT797648,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-14,927,2005-12
QNT54727,GenBank,MT797649,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-15,927,2005-12
QNT54728,GenBank,MT797650,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-16,927,2005-12
QNT54729,GenBank,MT797651,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-17,927,2005-12
QNT54730,GenBank,MT797652,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-18,927,2005-12
QNT54731,GenBank,MT797653,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-19,927,2005-12
QNT54732,GenBank,MT797654,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-20,927,2005-12
QNT54733,GenBank,MT797655,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-21,927,2005-12
QNT54734,GenBank,MT797656,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK05-22,927,2005-12
QNT54735,GenBank,MT797657,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK06-23,927,2006-01
QNT54736,GenBank,MT797658,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK06-24,927,2006-01
QNT54737,GenBank,MT797659,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK06-25,927,2006-01
QNT54738,GenBank,MT797660,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK06-26,927,2006-01
QNT54739,GenBank,MT797661,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK06-27,927,2006-01
QNT54740,GenBank,MT797662,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK06-28,927,2006-01
QNT54741,GenBank,MT797663,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK06-29,927,2006-01
QNT54742,GenBank,MT797664,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK09-30,927,2009-05
QNT54743,GenBank,MT797665,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK09-31,927,2009-05
QNT54744,GenBank,MT797666,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK11-32,927,2011-02
QNT54745,GenBank,MT797667,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK11-33,927,2011-05
QNT54746,GenBank,MT797668,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK11-34,927,2011-05
QNT54747,GenBank,MT797669,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK11-35,927,2011-07
QNT54748,GenBank,MT797670,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK12-36,927,2012-01
QNT54749,GenBank,MT797671,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK13-37,927,2013-02
QNT54750,GenBank,MT797672,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK13-38,927,2013-05
QNT54751,GenBank,MT797673,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK13-39,927,2013-05
QNT54752,GenBank,MT797674,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK16-40,927,2016-01
QNT54753,GenBank,MT797675,,RNA-dependent RNA polymerase,Human coronavirus 229E,HK16-41,927,2016-01
QNT54754,GenBank,MT797634,,replicase polyprotein 1a,Human coronavirus 229E,HK20-42,4090,2020-01
QNT54755,GenBank,MT797634,,replicase polyprotein 1ab,Human coronavirus 229E,HK20-42,6763,2020-01
QNT54756,GenBank,MT797634,,surface glycoprotein,Human coronavirus 229E,HK20-42,1171,2020-01
QNT54757,GenBank,MT797634,,envelope protein,Human coronavirus 229E,HK20-42,77,2020-01
QNT54758,GenBank,MT797634,,membrane protein,Human coronavirus 229E,HK20-42,225,2020-01
QNT54759,GenBank,MT797634,,nucleocapsid protein,Human coronavirus 229E,HK20-42,389,2020-01
QNT54760,GenBank,MT797634,,accessory protein,Human coronavirus 229E,HK20-42,219,2020-01
QNT54761,GenBank,MT797717,,nucleocapsid protein,Human coronavirus 229E,HK04-01,389,2004-04
QNT54762,GenBank,MT797718,,nucleocapsid protein,Human coronavirus 229E,HK04-02,389,2004-06
QNT54763,GenBank,MT797719,,nucleocapsid protein,Human coronavirus 229E,HK05-03,389,2005-02
QNT54764,GenBank,MT797720,,nucleocapsid protein,Human coronavirus 229E,HK05-04,389,2005-03
QNT54765,GenBank,MT797721,,nucleocapsid protein,Human coronavirus 229E,HK05-05,389,2005-04
QNT54766,GenBank,MT797722,,nucleocapsid protein,Human coronavirus 229E,HK05-06,389,2005-10
QNT54767,GenBank,MT797723,,nucleocapsid protein,Human coronavirus 229E,HK05-07,389,2005-11
QNT54768,GenBank,MT797724,,nucleocapsid protein,Human coronavirus 229E,HK05-08,389,2005-11
QNT54769,GenBank,MT797725,,nucleocapsid protein,Human coronavirus 229E,HK05-09,389,2005-11
QNT54770,GenBank,MT797726,,nucleocapsid protein,Human coronavirus 229E,HK05-10,389,2005-11
QNT54771,GenBank,MT797727,,nucleocapsid protein,Human coronavirus 229E,HK05-11,389,2005-12
QNT54772,GenBank,MT797728,,nucleocapsid protein,Human coronavirus 229E,HK05-12,389,2005-12
QNT54773,GenBank,MT797729,,nucleocapsid protein,Human coronavirus 229E,HK05-13,389,2005-12
QNT54774,GenBank,MT797730,,nucleocapsid protein,Human coronavirus 229E,HK05-14,389,2005-12
QNT54775,GenBank,MT797731,,nucleocapsid protein,Human coronavirus 229E,HK05-15,389,2005-12
QNT54776,GenBank,MT797732,,nucleocapsid protein,Human coronavirus 229E,HK05-16,389,2005-12
QNT54777,GenBank,MT797733,,nucleocapsid protein,Human coronavirus 229E,HK05-17,389,2005-12
QNT54778,GenBank,MT797734,,nucleocapsid protein,Human coronavirus 229E,HK05-18,389,2005-12
QNT54779,GenBank,MT797735,,nucleocapsid protein,Human coronavirus 229E,HK05-19,389,2005-12
QNT54780,GenBank,MT797736,,nucleocapsid protein,Human coronavirus 229E,HK05-20,389,2005-12
QNT54781,GenBank,MT797737,,nucleocapsid protein,Human coronavirus 229E,HK05-21,389,2005-12
QNT54782,GenBank,MT797738,,nucleocapsid protein,Human coronavirus 229E,HK05-22,389,2005-12
QNT54783,GenBank,MT797739,,nucleocapsid protein,Human coronavirus 229E,HK06-23,389,2006-01
QNT54784,GenBank,MT797740,,nucleocapsid protein,Human coronavirus 229E,HK06-24,389,2006-01
QNT54785,GenBank,MT797741,,nucleocapsid protein,Human coronavirus 229E,HK06-25,389,2006-01
QNT54786,GenBank,MT797742,,nucleocapsid protein,Human coronavirus 229E,HK06-26,389,2006-01
QNT54787,GenBank,MT797743,,nucleocapsid protein,Human coronavirus 229E,HK06-27,389,2006-01
QNT54788,GenBank,MT797744,,nucleocapsid protein,Human coronavirus 229E,HK06-28,389,2006-01
QNT54789,GenBank,MT797745,,nucleocapsid protein,Human coronavirus 229E,HK06-29,389,2006-01
QNT54790,GenBank,MT797746,,nucleocapsid protein,Human coronavirus 229E,HK09-30,389,2009-05
QNT54791,GenBank,MT797747,,nucleocapsid protein,Human coronavirus 229E,HK09-31,389,2009-05
QNT54792,GenBank,MT797748,,nucleocapsid protein,Human coronavirus 229E,HK11-32,389,2011-02
QNT54793,GenBank,MT797749,,nucleocapsid protein,Human coronavirus 229E,HK11-33,389,2011-05
QNT54794,GenBank,MT797750,,nucleocapsid protein,Human coronavirus 229E,HK11-34,389,2011-05
QNT54795,GenBank,MT797751,,nucleocapsid protein,Human coronavirus 229E,HK11-35,389,2011-07
QNT54796,GenBank,MT797752,,nucleocapsid protein,Human coronavirus 229E,HK12-36,389,2012-01
QNT54797,GenBank,MT797753,,nucleocapsid protein,Human coronavirus 229E,HK13-37,389,2013-02
QNT54798,GenBank,MT797754,,nucleocapsid protein,Human coronavirus 229E,HK13-38,389,2013-05
QNT54799,GenBank,MT797755,,nucleocapsid protein,Human coronavirus 229E,HK13-39,389,2013-05
QNT54800,GenBank,MT797756,,nucleocapsid protein,Human coronavirus 229E,HK16-40,389,2016-01
QNT54801,GenBank,MT797757,,nucleocapsid protein,Human coronavirus 229E,HK16-41,389,2016-01
QNT54802,GenBank,MT797676,,surface glycoprotein,Human coronavirus 229E,HK04-01,1170,2004-04
QNT54803,GenBank,MT797677,,surface glycoprotein,Human coronavirus 229E,HK04-02,1170,2004-06
QNT54804,GenBank,MT797678,,surface glycoprotein,Human coronavirus 229E,HK05-03,1170,2005-02
QNT54805,GenBank,MT797679,,surface glycoprotein,Human coronavirus 229E,HK05-04,1170,2005-03
QNT54806,GenBank,MT797680,,surface glycoprotein,Human coronavirus 229E,HK05-05,1170,2005-04
QNT54807,GenBank,MT797681,,surface glycoprotein,Human coronavirus 229E,HK05-06,1170,2005-10
QNT54808,GenBank,MT797682,,surface glycoprotein,Human coronavirus 229E,HK05-07,1170,2005-11
QNT54809,GenBank,MT797683,,surface glycoprotein,Human coronavirus 229E,HK05-08,1170,2005-11
QNT54810,GenBank,MT797684,,surface glycoprotein,Human coronavirus 229E,HK05-09,1170,2005-11
QNT54811,GenBank,MT797685,,surface glycoprotein,Human coronavirus 229E,HK05-10,1170,2005-11
QNT54812,GenBank,MT797686,,surface glycoprotein,Human coronavirus 229E,HK05-11,1170,2005-12
QNT54813,GenBank,MT797687,,surface glycoprotein,Human coronavirus 229E,HK05-12,1170,2005-12
QNT54814,GenBank,MT797688,,surface glycoprotein,Human coronavirus 229E,HK05-13,1170,2005-12
QNT54815,GenBank,MT797689,,surface glycoprotein,Human coronavirus 229E,HK05-14,1170,2005-12
QNT54816,GenBank,MT797690,,surface glycoprotein,Human coronavirus 229E,HK05-15,1170,2005-12
QNT54817,GenBank,MT797691,,surface glycoprotein,Human coronavirus 229E,HK05-16,1170,2005-12
QNT54818,GenBank,MT797692,,surface glycoprotein,Human coronavirus 229E,HK05-17,1170,2005-12
QNT54819,GenBank,MT797693,,surface glycoprotein,Human coronavirus 229E,HK05-18,1170,2005-12
