Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
QNF22256,Feline coronavirus,GenBank,,MT606063,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22257,Feline coronavirus,GenBank,,MT606063,,Alphacoronavirus 1,82,small envelope protein,
QNF22258,Feline coronavirus,GenBank,,MT606063,,Alphacoronavirus 1,115,matrix protein,
QNF22259,Feline coronavirus,GenBank,,MT606064,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22260,Feline coronavirus,GenBank,,MT606064,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22261,Feline coronavirus,GenBank,,MT606064,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22262,Feline coronavirus,GenBank,,MT606064,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22263,Feline coronavirus,GenBank,,MT606064,,Alphacoronavirus 1,82,small envelope protein,
QNF22264,Feline coronavirus,GenBank,,MT606064,,Alphacoronavirus 1,115,matrix protein,
QNF22265,Feline coronavirus,GenBank,,MT606065,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22266,Feline coronavirus,GenBank,,MT606065,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22267,Feline coronavirus,GenBank,,MT606065,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22268,Feline coronavirus,GenBank,,MT606065,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22269,Feline coronavirus,GenBank,,MT606065,,Alphacoronavirus 1,82,small envelope protein,
QNF22270,Feline coronavirus,GenBank,,MT606065,,Alphacoronavirus 1,115,matrix protein,
QNF22271,Feline coronavirus,GenBank,,MT606066,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22272,Feline coronavirus,GenBank,,MT606066,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22273,Feline coronavirus,GenBank,,MT606066,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22274,Feline coronavirus,GenBank,,MT606066,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22275,Feline coronavirus,GenBank,,MT606066,,Alphacoronavirus 1,82,small envelope protein,
QNF22276,Feline coronavirus,GenBank,,MT606066,,Alphacoronavirus 1,115,matrix protein,
QNF22277,Feline coronavirus,GenBank,,MT606067,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22278,Feline coronavirus,GenBank,,MT606067,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22279,Feline coronavirus,GenBank,,MT606067,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22280,Feline coronavirus,GenBank,,MT606067,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22281,Feline coronavirus,GenBank,,MT606067,,Alphacoronavirus 1,82,small envelope protein,
QNF22282,Feline coronavirus,GenBank,,MT606067,,Alphacoronavirus 1,115,matrix protein,
QNF22283,Feline coronavirus,GenBank,,MT606068,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22284,Feline coronavirus,GenBank,,MT606068,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22285,Feline coronavirus,GenBank,,MT606068,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22286,Feline coronavirus,GenBank,,MT606068,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22287,Feline coronavirus,GenBank,,MT606068,,Alphacoronavirus 1,82,small envelope protein,
QNF22288,Feline coronavirus,GenBank,,MT606068,,Alphacoronavirus 1,115,matrix protein,
QNF22289,Feline coronavirus,GenBank,,MT606069,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22290,Feline coronavirus,GenBank,,MT606069,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22291,Feline coronavirus,GenBank,,MT606069,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22292,Feline coronavirus,GenBank,,MT606069,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22293,Feline coronavirus,GenBank,,MT606069,,Alphacoronavirus 1,82,small envelope protein,
QNF22294,Feline coronavirus,GenBank,,MT606069,,Alphacoronavirus 1,115,matrix protein,
QNF22295,Feline coronavirus,GenBank,,MT606070,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22296,Feline coronavirus,GenBank,,MT606070,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22297,Feline coronavirus,GenBank,,MT606070,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22298,Feline coronavirus,GenBank,,MT606070,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22299,Feline coronavirus,GenBank,,MT606070,,Alphacoronavirus 1,82,small envelope protein,
QNF22300,Feline coronavirus,GenBank,,MT606070,,Alphacoronavirus 1,115,matrix protein,
QNF22301,Feline coronavirus,GenBank,,MT606071,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22302,Feline coronavirus,GenBank,,MT606071,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22303,Feline coronavirus,GenBank,,MT606071,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22304,Feline coronavirus,GenBank,,MT606071,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22305,Feline coronavirus,GenBank,,MT606071,,Alphacoronavirus 1,82,small envelope protein,
QNF22306,Feline coronavirus,GenBank,,MT606071,,Alphacoronavirus 1,115,matrix protein,
QNF22307,Feline coronavirus,GenBank,,MT606072,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22308,Feline coronavirus,GenBank,,MT606072,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22309,Feline coronavirus,GenBank,,MT606072,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22310,Feline coronavirus,GenBank,,MT606072,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22311,Feline coronavirus,GenBank,,MT606072,,Alphacoronavirus 1,82,small envelope protein,
QNF22312,Feline coronavirus,GenBank,,MT606072,,Alphacoronavirus 1,115,matrix protein,
QNF22313,Feline coronavirus,GenBank,,MT606073,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22314,Feline coronavirus,GenBank,,MT606073,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22315,Feline coronavirus,GenBank,,MT606073,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22316,Feline coronavirus,GenBank,,MT606073,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22317,Feline coronavirus,GenBank,,MT606073,,Alphacoronavirus 1,82,small envelope protein,
QNF22318,Feline coronavirus,GenBank,,MT606073,,Alphacoronavirus 1,115,matrix protein,
QNF22319,Feline coronavirus,GenBank,,MT606074,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22320,Feline coronavirus,GenBank,,MT606074,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22321,Feline coronavirus,GenBank,,MT606074,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22322,Feline coronavirus,GenBank,,MT606074,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22323,Feline coronavirus,GenBank,,MT606074,,Alphacoronavirus 1,82,small envelope protein,
QNF22324,Feline coronavirus,GenBank,,MT606074,,Alphacoronavirus 1,115,matrix protein,
QNF22325,Feline coronavirus,GenBank,,MT606075,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22326,Feline coronavirus,GenBank,,MT606075,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22327,Feline coronavirus,GenBank,,MT606075,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22328,Feline coronavirus,GenBank,,MT606075,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22329,Feline coronavirus,GenBank,,MT606075,,Alphacoronavirus 1,82,small envelope protein,
QNF22330,Feline coronavirus,GenBank,,MT606075,,Alphacoronavirus 1,115,matrix protein,
QNF22331,Feline coronavirus,GenBank,,MT606076,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22332,Feline coronavirus,GenBank,,MT606076,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22333,Feline coronavirus,GenBank,,MT606076,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22334,Feline coronavirus,GenBank,,MT606076,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22335,Feline coronavirus,GenBank,,MT606076,,Alphacoronavirus 1,82,small envelope protein,
QNF22336,Feline coronavirus,GenBank,,MT606076,,Alphacoronavirus 1,115,matrix protein,
QNF22337,Feline coronavirus,GenBank,,MT606077,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22338,Feline coronavirus,GenBank,,MT606077,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22339,Feline coronavirus,GenBank,,MT606077,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22340,Feline coronavirus,GenBank,,MT606077,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22341,Feline coronavirus,GenBank,,MT606077,,Alphacoronavirus 1,82,small envelope protein,
QNF22342,Feline coronavirus,GenBank,,MT606077,,Alphacoronavirus 1,115,matrix protein,
QNF22343,Feline coronavirus,GenBank,,MT606078,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22344,Feline coronavirus,GenBank,,MT606078,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22345,Feline coronavirus,GenBank,,MT606078,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22346,Feline coronavirus,GenBank,,MT606078,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22347,Feline coronavirus,GenBank,,MT606078,,Alphacoronavirus 1,82,small envelope protein,
QNF22348,Feline coronavirus,GenBank,,MT606078,,Alphacoronavirus 1,115,matrix protein,
QNF22349,Feline coronavirus,GenBank,,MT606079,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22350,Feline coronavirus,GenBank,,MT606079,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22351,Feline coronavirus,GenBank,,MT606079,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22352,Feline coronavirus,GenBank,,MT606079,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22353,Feline coronavirus,GenBank,,MT606079,,Alphacoronavirus 1,82,small envelope protein,
QNF22354,Feline coronavirus,GenBank,,MT606079,,Alphacoronavirus 1,115,matrix protein,
QNF22355,Feline coronavirus,GenBank,,MT606080,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22356,Feline coronavirus,GenBank,,MT606080,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22357,Feline coronavirus,GenBank,,MT606080,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22358,Feline coronavirus,GenBank,,MT606080,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22359,Feline coronavirus,GenBank,,MT606080,,Alphacoronavirus 1,82,small envelope protein,
QNF22360,Feline coronavirus,GenBank,,MT606080,,Alphacoronavirus 1,115,matrix protein,
QNF22361,Feline coronavirus,GenBank,,MT606081,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22362,Feline coronavirus,GenBank,,MT606081,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22363,Feline coronavirus,GenBank,,MT606081,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22364,Feline coronavirus,GenBank,,MT606081,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22365,Feline coronavirus,GenBank,,MT606081,,Alphacoronavirus 1,82,small envelope protein,
QNF22366,Feline coronavirus,GenBank,,MT606081,,Alphacoronavirus 1,115,matrix protein,
QNF22367,Feline coronavirus,GenBank,,MT606082,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22368,Feline coronavirus,GenBank,,MT606082,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22369,Feline coronavirus,GenBank,,MT606082,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22370,Feline coronavirus,GenBank,,MT606082,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22371,Feline coronavirus,GenBank,,MT606082,,Alphacoronavirus 1,82,small envelope protein,
QNF22372,Feline coronavirus,GenBank,,MT606082,,Alphacoronavirus 1,115,matrix protein,
QNF22373,Feline coronavirus,GenBank,,MT606083,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22374,Feline coronavirus,GenBank,,MT606083,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22375,Feline coronavirus,GenBank,,MT606083,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22376,Feline coronavirus,GenBank,,MT606083,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22377,Feline coronavirus,GenBank,,MT606083,,Alphacoronavirus 1,82,small envelope protein,
QNF22378,Feline coronavirus,GenBank,,MT606083,,Alphacoronavirus 1,115,matrix protein,
QNF22379,Feline coronavirus,GenBank,,MT606084,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22380,Feline coronavirus,GenBank,,MT606084,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22381,Feline coronavirus,GenBank,,MT606084,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22382,Feline coronavirus,GenBank,,MT606084,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22383,Feline coronavirus,GenBank,,MT606084,,Alphacoronavirus 1,82,small envelope protein,
QNF22384,Feline coronavirus,GenBank,,MT606084,,Alphacoronavirus 1,115,matrix protein,
QNF22385,Feline coronavirus,GenBank,,MT606085,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22386,Feline coronavirus,GenBank,,MT606085,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22387,Feline coronavirus,GenBank,,MT606085,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22388,Feline coronavirus,GenBank,,MT606085,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22389,Feline coronavirus,GenBank,,MT606085,,Alphacoronavirus 1,82,small envelope protein,
QNF22390,Feline coronavirus,GenBank,,MT606085,,Alphacoronavirus 1,115,matrix protein,
QNF22391,Feline coronavirus,GenBank,,MT606086,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22392,Feline coronavirus,GenBank,,MT606086,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22393,Feline coronavirus,GenBank,,MT606086,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22394,Feline coronavirus,GenBank,,MT606086,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22395,Feline coronavirus,GenBank,,MT606086,,Alphacoronavirus 1,82,small envelope protein,
QNF22396,Feline coronavirus,GenBank,,MT606086,,Alphacoronavirus 1,115,matrix protein,
QNF22397,Feline coronavirus,GenBank,,MT606087,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22398,Feline coronavirus,GenBank,,MT606087,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22399,Feline coronavirus,GenBank,,MT606087,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22400,Feline coronavirus,GenBank,,MT606087,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22401,Feline coronavirus,GenBank,,MT606087,,Alphacoronavirus 1,82,small envelope protein,
QNF22402,Feline coronavirus,GenBank,,MT606087,,Alphacoronavirus 1,115,matrix protein,
QNF22403,Feline coronavirus,GenBank,,MT606088,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22404,Feline coronavirus,GenBank,,MT606088,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22405,Feline coronavirus,GenBank,,MT606088,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22406,Feline coronavirus,GenBank,,MT606088,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22407,Feline coronavirus,GenBank,,MT606088,,Alphacoronavirus 1,82,small envelope protein,
QNF22408,Feline coronavirus,GenBank,,MT606088,,Alphacoronavirus 1,115,matrix protein,
QNF22409,Feline coronavirus,GenBank,,MT606089,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22410,Feline coronavirus,GenBank,,MT606089,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22411,Feline coronavirus,GenBank,,MT606089,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22412,Feline coronavirus,GenBank,,MT606089,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22413,Feline coronavirus,GenBank,,MT606089,,Alphacoronavirus 1,82,small envelope protein,
QNF22414,Feline coronavirus,GenBank,,MT606089,,Alphacoronavirus 1,115,matrix protein,
QNF22415,Feline coronavirus,GenBank,,MT606090,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22416,Feline coronavirus,GenBank,,MT606090,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22417,Feline coronavirus,GenBank,,MT606090,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22418,Feline coronavirus,GenBank,,MT606090,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22419,Feline coronavirus,GenBank,,MT606090,,Alphacoronavirus 1,82,small envelope protein,
QNF22420,Feline coronavirus,GenBank,,MT606090,,Alphacoronavirus 1,115,matrix protein,
QNF22421,Feline coronavirus,GenBank,,MT606091,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22422,Feline coronavirus,GenBank,,MT606091,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22423,Feline coronavirus,GenBank,,MT606091,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22424,Feline coronavirus,GenBank,,MT606091,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22425,Feline coronavirus,GenBank,,MT606091,,Alphacoronavirus 1,82,small envelope protein,
QNF22426,Feline coronavirus,GenBank,,MT606091,,Alphacoronavirus 1,115,matrix protein,
QNF22427,Feline coronavirus,GenBank,,MT606092,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22428,Feline coronavirus,GenBank,,MT606092,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22429,Feline coronavirus,GenBank,,MT606092,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22430,Feline coronavirus,GenBank,,MT606092,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22431,Feline coronavirus,GenBank,,MT606092,,Alphacoronavirus 1,82,small envelope protein,
QNF22432,Feline coronavirus,GenBank,,MT606092,,Alphacoronavirus 1,115,matrix protein,
QNF22433,Feline coronavirus,GenBank,,MT606093,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22434,Feline coronavirus,GenBank,,MT606093,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22435,Feline coronavirus,GenBank,,MT606093,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22436,Feline coronavirus,GenBank,,MT606093,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22437,Feline coronavirus,GenBank,,MT606093,,Alphacoronavirus 1,82,small envelope protein,
QNF22438,Feline coronavirus,GenBank,,MT606093,,Alphacoronavirus 1,115,matrix protein,
QNF22439,Feline coronavirus,GenBank,,MT606094,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22440,Feline coronavirus,GenBank,,MT606094,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22441,Feline coronavirus,GenBank,,MT606094,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22442,Feline coronavirus,GenBank,,MT606094,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22443,Feline coronavirus,GenBank,,MT606094,,Alphacoronavirus 1,82,small envelope protein,
QNF22444,Feline coronavirus,GenBank,,MT606094,,Alphacoronavirus 1,115,matrix protein,
QNF22445,Feline coronavirus,GenBank,,MT606095,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22446,Feline coronavirus,GenBank,,MT606095,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22447,Feline coronavirus,GenBank,,MT606095,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22448,Feline coronavirus,GenBank,,MT606095,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22449,Feline coronavirus,GenBank,,MT606095,,Alphacoronavirus 1,82,small envelope protein,
QNF22450,Feline coronavirus,GenBank,,MT606095,,Alphacoronavirus 1,115,matrix protein,
QNF22451,Feline coronavirus,GenBank,,MT606096,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22452,Feline coronavirus,GenBank,,MT606096,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22453,Feline coronavirus,GenBank,,MT606096,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22454,Feline coronavirus,GenBank,,MT606096,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22455,Feline coronavirus,GenBank,,MT606096,,Alphacoronavirus 1,82,small envelope protein,
QNF22456,Feline coronavirus,GenBank,,MT606096,,Alphacoronavirus 1,115,matrix protein,
QNF22457,Feline coronavirus,GenBank,,MT606097,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22458,Feline coronavirus,GenBank,,MT606097,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22459,Feline coronavirus,GenBank,,MT606097,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22460,Feline coronavirus,GenBank,,MT606097,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22461,Feline coronavirus,GenBank,,MT606097,,Alphacoronavirus 1,82,small envelope protein,
QNF22462,Feline coronavirus,GenBank,,MT606097,,Alphacoronavirus 1,115,matrix protein,
QNF22463,Feline coronavirus,GenBank,,MT606098,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22464,Feline coronavirus,GenBank,,MT606098,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22465,Feline coronavirus,GenBank,,MT606098,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22466,Feline coronavirus,GenBank,,MT606098,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22467,Feline coronavirus,GenBank,,MT606098,,Alphacoronavirus 1,82,small envelope protein,
QNF22468,Feline coronavirus,GenBank,,MT606098,,Alphacoronavirus 1,115,matrix protein,
QNF22469,Feline coronavirus,GenBank,,MT606099,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22470,Feline coronavirus,GenBank,,MT606099,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22471,Feline coronavirus,GenBank,,MT606099,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22472,Feline coronavirus,GenBank,,MT606099,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22473,Feline coronavirus,GenBank,,MT606099,,Alphacoronavirus 1,82,small envelope protein,
QNF22474,Feline coronavirus,GenBank,,MT606099,,Alphacoronavirus 1,115,matrix protein,
QNF22475,Feline coronavirus,GenBank,,MT606100,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22476,Feline coronavirus,GenBank,,MT606100,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22477,Feline coronavirus,GenBank,,MT606100,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22478,Feline coronavirus,GenBank,,MT606100,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22479,Feline coronavirus,GenBank,,MT606100,,Alphacoronavirus 1,82,small envelope protein,
QNF22480,Feline coronavirus,GenBank,,MT606100,,Alphacoronavirus 1,115,matrix protein,
QNF22481,Feline coronavirus,GenBank,,MT606101,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22482,Feline coronavirus,GenBank,,MT606101,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22483,Feline coronavirus,GenBank,,MT606101,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22484,Feline coronavirus,GenBank,,MT606101,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22485,Feline coronavirus,GenBank,,MT606101,,Alphacoronavirus 1,82,small envelope protein,
QNF22486,Feline coronavirus,GenBank,,MT606101,,Alphacoronavirus 1,31,matrix protein,
QNF22487,Feline coronavirus,GenBank,,MT606102,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22488,Feline coronavirus,GenBank,,MT606102,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22489,Feline coronavirus,GenBank,,MT606102,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22490,Feline coronavirus,GenBank,,MT606102,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22491,Feline coronavirus,GenBank,,MT606102,,Alphacoronavirus 1,82,small envelope protein,
QNF22492,Feline coronavirus,GenBank,,MT606102,,Alphacoronavirus 1,115,matrix protein,
QNF22493,Feline coronavirus,GenBank,,MT606103,,Alphacoronavirus 1,30,spike glycoprotein,
QNF22494,Feline coronavirus,GenBank,,MT606103,,Alphacoronavirus 1,65,accessory protein 3a,
QNF22495,Feline coronavirus,GenBank,,MT606103,,Alphacoronavirus 1,68,accessory protein 3b,
QNF22496,Feline coronavirus,GenBank,,MT606103,,Alphacoronavirus 1,250,accessory protein 3c,
QNF22497,Feline coronavirus,GenBank,,MT606103,,Alphacoronavirus 1,82,small envelope protein,
QNF22498,Feline coronavirus,GenBank,,MT606103,,Alphacoronavirus 1,115,matrix protein,
QNF22499,Feline coronavirus,GenBank,,MT606104,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22500,Feline coronavirus,GenBank,,MT606104,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22501,Feline coronavirus,GenBank,,MT606105,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22502,Feline coronavirus,GenBank,,MT606105,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22503,Feline coronavirus,GenBank,,MT606106,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22504,Feline coronavirus,GenBank,,MT606106,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22505,Feline coronavirus,GenBank,,MT606107,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22506,Feline coronavirus,GenBank,,MT606107,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22507,Feline coronavirus,GenBank,,MT606108,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22508,Feline coronavirus,GenBank,,MT606108,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22509,Feline coronavirus,GenBank,,MT606109,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22510,Feline coronavirus,GenBank,,MT606109,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22511,Feline coronavirus,GenBank,,MT606110,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22512,Feline coronavirus,GenBank,,MT606110,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22513,Feline coronavirus,GenBank,,MT606111,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22514,Feline coronavirus,GenBank,,MT606111,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22515,Feline coronavirus,GenBank,,MT606112,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22516,Feline coronavirus,GenBank,,MT606112,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22517,Feline coronavirus,GenBank,,MT606113,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22518,Feline coronavirus,GenBank,,MT606113,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22519,Feline coronavirus,GenBank,,MT606114,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22520,Feline coronavirus,GenBank,,MT606114,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22521,Feline coronavirus,GenBank,,MT606115,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22522,Feline coronavirus,GenBank,,MT606115,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22523,Feline coronavirus,GenBank,,MT606116,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22524,Feline coronavirus,GenBank,,MT606116,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22525,Feline coronavirus,GenBank,,MT606117,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22526,Feline coronavirus,GenBank,,MT606117,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22527,Feline coronavirus,GenBank,,MT606118,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22528,Feline coronavirus,GenBank,,MT606118,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22529,Feline coronavirus,GenBank,,MT606119,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22530,Feline coronavirus,GenBank,,MT606119,,Alphacoronavirus 1,210,accessory protein 7b,
QNF22531,Feline coronavirus,GenBank,,MT606120,,Alphacoronavirus 1,14,accessory protein 7a,
QNF22532,Feline coronavirus,GenBank,,MT606120,,Alphacoronavirus 1,210,accessory protein 7b,
