Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein
UVC33620,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,84,envelope protein
UVC33621,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33622,Bovine coronavirus,GenBank,,OP037431,VDC/2019/02/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33623,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33624,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33625,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,1363,spike protein
UVC33626,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33627,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33628,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33629,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,230,membrane protein
UVC33630,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,207,internal protein
UVC33631,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33632,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,84,envelope protein
UVC33633,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33634,Bovine coronavirus,GenBank,,OP037432,VDC/2019/03/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33635,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33636,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33637,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,1363,spike protein
UVC33638,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33639,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33640,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33641,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,230,membrane protein
UVC33642,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,207,internal protein
UVC33643,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33644,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,84,envelope protein
UVC33645,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33646,Bovine coronavirus,GenBank,,OP037433,VDC/2019/04/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33647,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33648,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33649,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,1363,spike protein
UVC33650,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33651,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33652,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33653,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,230,membrane protein
UVC33654,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,207,internal protein
UVC33655,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33656,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,84,envelope protein
UVC33657,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,42,4.8 kDa non-structural protein
UVC33658,Bovine coronavirus,GenBank,,OP037434,VDC/2019/05/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33659,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33660,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33661,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,1363,spike protein
UVC33662,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33663,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33664,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33665,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,230,membrane protein
UVC33666,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,207,internal protein
UVC33667,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33668,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,84,envelope protein
UVC33669,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,42,4.8 kDa non-structural protein
UVC33670,Bovine coronavirus,GenBank,,OP037435,VDC/2019/06/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33671,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33672,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33673,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,1363,spike protein
UVC33674,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33675,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33676,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33677,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,230,membrane protein
UVC33678,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,207,internal protein
UVC33679,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33680,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,84,envelope protein
UVC33681,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33682,Bovine coronavirus,GenBank,,OP037436,VDC/2022/01/E,Betacoronavirus 1,7,4.8 kDa non-structural protein
UVC33683,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,7089,ORF1ab polyprotein
UVC33684,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,4378,ORF1a polyprotein
UVC33685,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,1363,spike protein
UVC33686,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33687,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33688,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33689,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,230,membrane protein
UVC33690,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,207,internal protein
UVC33691,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33692,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,84,envelope protein
UVC33693,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33694,Bovine coronavirus,GenBank,,OP037437,VDC/2022/02/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33695,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33696,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33697,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,1363,spike protein
UVC33698,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33699,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33700,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33701,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,230,membrane protein
UVC33702,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,207,internal protein
UVC33703,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33704,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,84,envelope protein
UVC33705,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33706,Bovine coronavirus,GenBank,,OP037438,VDC/2022/03/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33707,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33708,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33709,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,1363,spike protein
UVC33710,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33711,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33712,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33713,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,230,membrane protein
UVC33714,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,207,internal protein
UVC33715,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33716,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,84,envelope protein
UVC33717,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33718,Bovine coronavirus,GenBank,,OP037439,VDC/2022/04/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33719,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33720,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33721,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,1363,spike protein
UVC33722,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33723,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,428,hemagglutinin-esterase
UVC33724,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33725,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,230,membrane protein
UVC33726,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,207,internal protein
UVC33727,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33728,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,84,envelope protein
UVC33729,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33730,Bovine coronavirus,GenBank,,OP037440,VDC/2022/05/E,Betacoronavirus 1,7,4.8 kDa non-structural protein
UVC33731,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33732,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33733,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,1363,spike protein
UVC33734,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33735,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33736,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33737,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,230,membrane protein
UVC33738,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,207,internal protein
UVC33739,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33740,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,84,envelope protein
UVC33741,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33742,Bovine coronavirus,GenBank,,OP037441,VDC/2022/06/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33743,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,7092,ORF1ab polyprotein
UVC33744,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,4381,ORF1a polyprotein
UVC33745,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,1363,spike protein
UVC33746,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33747,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33748,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33749,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,230,membrane protein
UVC33750,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,207,internal protein
UVC33751,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33752,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,84,envelope protein
UVC33753,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33754,Bovine coronavirus,GenBank,,OP037442,VDC/2022/07/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UUT43989,Bovine coronavirus,GenBank,,OP186313,KGS-2,Betacoronavirus 1,1363,spike
UUT43990,Bovine coronavirus,GenBank,,OP186314,KTY-7,Betacoronavirus 1,1363,spike
UUT43991,Bovine coronavirus,GenBank,,OP186315,KJS-4,Betacoronavirus 1,1363,spike
UUT43992,Bovine coronavirus,GenBank,,OP186316,KBR-8,Betacoronavirus 1,1363,spike
UUT43993,Bovine coronavirus,GenBank,,OP186317,KJS-5,Betacoronavirus 1,1363,spike
UUT43994,Bovine coronavirus,GenBank,,OP186318,KBR-1,Betacoronavirus 1,1363,spike
UUT43995,Bovine coronavirus,GenBank,,OP186319,KBR-9,Betacoronavirus 1,1363,spike
UUT43996,Bovine coronavirus,GenBank,,OP186320,KHS,Betacoronavirus 1,1363,spike
UUT43997,Bovine coronavirus,GenBank,,OP186321,KJS-1,Betacoronavirus 1,1363,spike
UUT43998,Bovine coronavirus,GenBank,,OP186322,KBR-12,Betacoronavirus 1,1363,spike
UUT43999,Bovine coronavirus,GenBank,,OP186323,KSC-2,Betacoronavirus 1,1363,spike
UUT44000,Bovine coronavirus,GenBank,,OP186324,KNS-11,Betacoronavirus 1,1363,spike
UUT44001,Bovine coronavirus,GenBank,,OP186325,KBR-2,Betacoronavirus 1,1363,spike
UUT44002,Bovine coronavirus,GenBank,,OP186326,KIS-1,Betacoronavirus 1,1363,spike
UUT44003,Bovine coronavirus,GenBank,,OP186327,KHN-11,Betacoronavirus 1,1363,spike
UUT44004,Bovine coronavirus,GenBank,,OP186328,KHN-13,Betacoronavirus 1,1363,spike
UUT44005,Bovine coronavirus,GenBank,,OP186329,KGS-2,Betacoronavirus 1,424,HE
UUT44006,Bovine coronavirus,GenBank,,OP186330,KTY-7,Betacoronavirus 1,424,HE
UUT44007,Bovine coronavirus,GenBank,,OP186331,KJS-4,Betacoronavirus 1,424,HE
UUT44008,Bovine coronavirus,GenBank,,OP186332,KBR-8,Betacoronavirus 1,424,HE
UUT44009,Bovine coronavirus,GenBank,,OP186333,KJS-5,Betacoronavirus 1,424,HE
UUT44010,Bovine coronavirus,GenBank,,OP186334,KBR-1,Betacoronavirus 1,424,HE
UUT44011,Bovine coronavirus,GenBank,,OP186335,KBR-9,Betacoronavirus 1,424,HE
UUT44012,Bovine coronavirus,GenBank,,OP186336,KHS,Betacoronavirus 1,424,HE
UUT44013,Bovine coronavirus,GenBank,,OP186337,KJS-1,Betacoronavirus 1,424,HE
UUT44014,Bovine coronavirus,GenBank,,OP186338,KBR-12,Betacoronavirus 1,424,HE
UUT44015,Bovine coronavirus,GenBank,,OP186339,KSC-2,Betacoronavirus 1,424,HE
UUT44016,Bovine coronavirus,GenBank,,OP186340,KNS-11,Betacoronavirus 1,424,HE
UUT44017,Bovine coronavirus,GenBank,,OP186341,KBR-2,Betacoronavirus 1,424,HE
UUT44018,Bovine coronavirus,GenBank,,OP186342,KIS-1,Betacoronavirus 1,424,HE
UUT44019,Bovine coronavirus,GenBank,,OP186343,KHN-11,Betacoronavirus 1,424,HE
UUT44020,Bovine coronavirus,GenBank,,OP186344,KHN-13,Betacoronavirus 1,424,HE
UUS54165,Bovine coronavirus,GenBank,,OL456213,HXD-4,Betacoronavirus 1,1363,spike glycoprotein
UUS54166,Bovine coronavirus,GenBank,,OL840914,Egypt/2021,Betacoronavirus 1,79,nucleocaspid protein
UTM74703,Bovine coronavirus,GenBank,,ON792941,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74704,Bovine coronavirus,GenBank,,ON792941,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74705,Bovine coronavirus,GenBank,,ON792941,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74706,Bovine coronavirus,GenBank,,ON792941,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74707,Bovine coronavirus,GenBank,,ON792941,,Betacoronavirus 1,1363,spike glycoprotein
UTM74708,Bovine coronavirus,GenBank,,ON792941,,Betacoronavirus 1,45,hypothetical protein
UTM74709,Bovine coronavirus,GenBank,,ON792941,,Betacoronavirus 1,109,hypothetical protein
UTM74710,Bovine coronavirus,GenBank,,ON792941,,Betacoronavirus 1,84,envelope small membrane protein
UTM74711,Bovine coronavirus,GenBank,,ON792941,,Betacoronavirus 1,230,membrane protein
UTM74712,Bovine coronavirus,GenBank,,ON792941,,Betacoronavirus 1,448,nucleoprotein
UTM74713,Bovine coronavirus,GenBank,,ON792942,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74714,Bovine coronavirus,GenBank,,ON792942,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74715,Bovine coronavirus,GenBank,,ON792942,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74716,Bovine coronavirus,GenBank,,ON792942,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74717,Bovine coronavirus,GenBank,,ON792942,,Betacoronavirus 1,1363,spike glycoprotein
UTM74718,Bovine coronavirus,GenBank,,ON792942,,Betacoronavirus 1,45,hypothetical protein
UTM74719,Bovine coronavirus,GenBank,,ON792942,,Betacoronavirus 1,109,hypothetical protein
UTM74720,Bovine coronavirus,GenBank,,ON792942,,Betacoronavirus 1,84,envelope small membrane protein
UTM74721,Bovine coronavirus,GenBank,,ON792942,,Betacoronavirus 1,230,membrane protein
UTM74722,Bovine coronavirus,GenBank,,ON792942,,Betacoronavirus 1,448,nucleoprotein
UTM74723,Bovine coronavirus,GenBank,,ON792943,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74724,Bovine coronavirus,GenBank,,ON792943,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74725,Bovine coronavirus,GenBank,,ON792943,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74726,Bovine coronavirus,GenBank,,ON792943,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74727,Bovine coronavirus,GenBank,,ON792943,,Betacoronavirus 1,1363,spike glycoprotein
UTM74728,Bovine coronavirus,GenBank,,ON792943,,Betacoronavirus 1,45,hypothetical protein
UTM74729,Bovine coronavirus,GenBank,,ON792943,,Betacoronavirus 1,109,hypothetical protein
UTM74730,Bovine coronavirus,GenBank,,ON792943,,Betacoronavirus 1,84,envelope small membrane protein
UTM74731,Bovine coronavirus,GenBank,,ON792943,,Betacoronavirus 1,230,membrane protein
UTM74732,Bovine coronavirus,GenBank,,ON792943,,Betacoronavirus 1,448,nucleoprotein
UTM74733,Bovine coronavirus,GenBank,,ON792944,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74734,Bovine coronavirus,GenBank,,ON792944,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74735,Bovine coronavirus,GenBank,,ON792944,,Betacoronavirus 1,275,nonstructural protein 2a
UTM74736,Bovine coronavirus,GenBank,,ON792944,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74737,Bovine coronavirus,GenBank,,ON792944,,Betacoronavirus 1,1363,spike glycoprotein
UTM74738,Bovine coronavirus,GenBank,,ON792944,,Betacoronavirus 1,41,hypothetical protein
UTM74739,Bovine coronavirus,GenBank,,ON792944,,Betacoronavirus 1,109,hypothetical protein
UTM74740,Bovine coronavirus,GenBank,,ON792944,,Betacoronavirus 1,84,envelope small membrane protein
UTM74741,Bovine coronavirus,GenBank,,ON792944,,Betacoronavirus 1,230,membrane protein
UTM74742,Bovine coronavirus,GenBank,,ON792944,,Betacoronavirus 1,448,nucleoprotein
UTM74743,Bovine coronavirus,GenBank,,ON792945,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74744,Bovine coronavirus,GenBank,,ON792945,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74745,Bovine coronavirus,GenBank,,ON792945,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74746,Bovine coronavirus,GenBank,,ON792945,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74747,Bovine coronavirus,GenBank,,ON792945,,Betacoronavirus 1,1363,spike glycoprotein
UTM74748,Bovine coronavirus,GenBank,,ON792945,,Betacoronavirus 1,45,hypothetical protein
UTM74749,Bovine coronavirus,GenBank,,ON792945,,Betacoronavirus 1,109,hypothetical protein
UTM74750,Bovine coronavirus,GenBank,,ON792945,,Betacoronavirus 1,84,envelope small membrane protein
UTM74751,Bovine coronavirus,GenBank,,ON792945,,Betacoronavirus 1,230,membrane protein
UTM74752,Bovine coronavirus,GenBank,,ON792945,,Betacoronavirus 1,448,nucleoprotein
UTM74753,Bovine coronavirus,GenBank,,ON792946,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74754,Bovine coronavirus,GenBank,,ON792946,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74755,Bovine coronavirus,GenBank,,ON792946,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74756,Bovine coronavirus,GenBank,,ON792946,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74757,Bovine coronavirus,GenBank,,ON792946,,Betacoronavirus 1,1363,spike glycoprotein
UTM74758,Bovine coronavirus,GenBank,,ON792946,,Betacoronavirus 1,45,hypothetical protein
UTM74759,Bovine coronavirus,GenBank,,ON792946,,Betacoronavirus 1,109,hypothetical protein
UTM74760,Bovine coronavirus,GenBank,,ON792946,,Betacoronavirus 1,84,envelope small membrane protein
UTM74761,Bovine coronavirus,GenBank,,ON792946,,Betacoronavirus 1,230,membrane protein
UTM74762,Bovine coronavirus,GenBank,,ON792946,,Betacoronavirus 1,448,nucleoprotein
UTM74763,Bovine coronavirus,GenBank,,ON792947,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74764,Bovine coronavirus,GenBank,,ON792947,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74765,Bovine coronavirus,GenBank,,ON792947,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74766,Bovine coronavirus,GenBank,,ON792947,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74767,Bovine coronavirus,GenBank,,ON792947,,Betacoronavirus 1,1363,spike glycoprotein
UTM74768,Bovine coronavirus,GenBank,,ON792947,,Betacoronavirus 1,45,hypothetical protein
UTM74769,Bovine coronavirus,GenBank,,ON792947,,Betacoronavirus 1,109,hypothetical protein
UTM74770,Bovine coronavirus,GenBank,,ON792947,,Betacoronavirus 1,84,envelope small membrane protein
UTM74771,Bovine coronavirus,GenBank,,ON792947,,Betacoronavirus 1,230,membrane protein
UTM74772,Bovine coronavirus,GenBank,,ON792947,,Betacoronavirus 1,448,nucleoprotein
UTM74773,Bovine coronavirus,GenBank,,ON792948,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74774,Bovine coronavirus,GenBank,,ON792948,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74775,Bovine coronavirus,GenBank,,ON792948,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74776,Bovine coronavirus,GenBank,,ON792948,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74777,Bovine coronavirus,GenBank,,ON792948,,Betacoronavirus 1,1363,spike glycoprotein
UTM74778,Bovine coronavirus,GenBank,,ON792948,,Betacoronavirus 1,45,hypothetical protein
UTM74779,Bovine coronavirus,GenBank,,ON792948,,Betacoronavirus 1,109,hypothetical protein
