Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein
QDI78410,Canine coronavirus,GenBank,set:MK986751,MK986751,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78411,Canine coronavirus,GenBank,set:MK986752,MK986752,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78412,Canine coronavirus,GenBank,set:MK986753,MK986753,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78413,Canine coronavirus,GenBank,set:MK986754,MK986754,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78414,Canine coronavirus,GenBank,set:MK986755,MK986755,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78415,Canine coronavirus,GenBank,set:MK986756,MK986756,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78416,Canine coronavirus,GenBank,set:MK986757,MK986757,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78417,Canine coronavirus,GenBank,set:MK986758,MK986758,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78418,Canine coronavirus,GenBank,set:MK986759,MK986759,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78419,Canine coronavirus,GenBank,set:MK986760,MK986760,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78420,Canine coronavirus,GenBank,set:MK986761,MK986761,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78421,Canine coronavirus,GenBank,set:MK986762,MK986762,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78422,Canine coronavirus,GenBank,set:MK986763,MK986763,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78423,Canine coronavirus,GenBank,set:MK986764,MK986764,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78424,Canine coronavirus,GenBank,set:MK986765,MK986765,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78425,Canine coronavirus,GenBank,set:MK986766,MK986766,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78426,Canine coronavirus,GenBank,set:MK986767,MK986767,,Alphacoronavirus 1,138,nucleocapsid protein
QDI78427,Canine coronavirus,GenBank,set:MK986768,MK986768,,Alphacoronavirus 1,68,spike protein
QDI78428,Canine coronavirus,GenBank,set:MK986769,MK986769,,Alphacoronavirus 1,68,spike protein
QDI78429,Canine coronavirus,GenBank,set:MK986770,MK986770,,Alphacoronavirus 1,68,spike protein
QDI78430,Canine coronavirus,GenBank,set:MK986771,MK986771,,Alphacoronavirus 1,68,spike protein
QDI78431,Canine coronavirus,GenBank,set:MK986772,MK986772,,Alphacoronavirus 1,68,spike protein
QDI78432,Canine coronavirus,GenBank,set:MK986773,MK986773,,Alphacoronavirus 1,68,spike protein
QDI78433,Canine coronavirus,GenBank,set:MK986774,MK986774,,Alphacoronavirus 1,68,spike protein
QDI78434,Canine coronavirus,GenBank,set:MK986775,MK986775,,Alphacoronavirus 1,68,spike protein
QDI78435,Canine coronavirus,GenBank,set:MK986776,MK986776,,Alphacoronavirus 1,68,spike protein
QDI78436,Canine coronavirus,GenBank,set:MK986777,MK986777,,Alphacoronavirus 1,68,spike protein
QDI78437,Canine coronavirus,GenBank,set:MK986778,MK986778,,Alphacoronavirus 1,68,spike protein
QDI78438,Canine coronavirus,GenBank,set:MK986779,MK986779,,Alphacoronavirus 1,68,spike protein
QDI78439,Canine coronavirus,GenBank,set:MK986780,MK986780,,Alphacoronavirus 1,68,spike protein
QDI78440,Canine coronavirus,GenBank,set:MK986781,MK986781,,Alphacoronavirus 1,68,spike protein
QDI78441,Canine coronavirus,GenBank,set:MK986782,MK986782,,Alphacoronavirus 1,68,spike protein
QDI78442,Canine coronavirus,GenBank,set:MK986783,MK986783,,Alphacoronavirus 1,68,spike protein
QDI78443,Canine coronavirus,GenBank,set:MK986784,MK986784,,Alphacoronavirus 1,68,spike protein
QDI78444,Canine coronavirus,GenBank,set:MK986785,MK986785,,Alphacoronavirus 1,68,spike protein
QDI78445,Canine coronavirus,GenBank,set:MK986786,MK986786,,Alphacoronavirus 1,68,spike protein
QDI78446,Canine coronavirus,GenBank,set:MK986787,MK986787,,Alphacoronavirus 1,68,spike protein
QDD67721,Canine coronavirus,GenBank,set:MK636864,MK636864,TR/Ccv2,Alphacoronavirus 1,132,membrane protein
QDD67722,Canine coronavirus,GenBank,set:MK636865,MK636865,TR/Ccv6,Alphacoronavirus 1,114,membrane protein
QBX89092,Canine coronavirus,GenBank,set:MH727490,MH727490,,Alphacoronavirus 1,231,spike protein
AVI57542,Canine coronavirus,GenBank,set:KY933480,KY933480,,Alphacoronavirus 1,122,membrane protein
AXP07519,Canine coronavirus,GenBank,set:MF991150,MF991150,,Alphacoronavirus 1,164,spike glycoprotein
AWV56812,Canine coronavirus,GenBank,set:MF536801,MF536801,YZ-1601,Alphacoronavirus 1,280,S protein
AWV56813,Canine coronavirus,GenBank,set:MF536802,MF536802,YZ-1601,Alphacoronavirus 1,137,M protein
AWV56814,Canine coronavirus,GenBank,set:MF536803,MF536803,YZ-1601,Alphacoronavirus 1,207,non-structural protein 3
AQS79274,Canine coronavirus,GenBank,set:KY399054,KY399054,,Alphacoronavirus 1,122,membrane protein
AQS79275,Canine coronavirus,GenBank,set:KY399055,KY399055,,Alphacoronavirus 1,122,membrane protein
AQS79276,Canine coronavirus,GenBank,set:KY399056,KY399056,,Alphacoronavirus 1,122,membrane protein
ASB15737,Canine coronavirus,GenBank,set:KY063616,KY063616,HLJ-071,Alphacoronavirus 1,4018,ORF1A
ASB15738,Canine coronavirus,GenBank,set:KY063616,KY063616,HLJ-071,Alphacoronavirus 1,1454,S
ASB15739,Canine coronavirus,GenBank,set:KY063616,KY063616,HLJ-071,Alphacoronavirus 1,78,3A
ASB15740,Canine coronavirus,GenBank,set:KY063616,KY063616,HLJ-071,Alphacoronavirus 1,71,3B
ASB15741,Canine coronavirus,GenBank,set:KY063616,KY063616,HLJ-071,Alphacoronavirus 1,251,3C
ASB15742,Canine coronavirus,GenBank,set:KY063616,KY063616,HLJ-071,Alphacoronavirus 1,82,E
ASB15743,Canine coronavirus,GenBank,set:KY063616,KY063616,HLJ-071,Alphacoronavirus 1,273,M
ASB15744,Canine coronavirus,GenBank,set:KY063616,KY063616,HLJ-071,Alphacoronavirus 1,382,N
ASB15745,Canine coronavirus,GenBank,set:KY063616,KY063616,HLJ-071,Alphacoronavirus 1,101,7A
ASB15746,Canine coronavirus,GenBank,set:KY063616,KY063616,HLJ-071,Alphacoronavirus 1,213,7B
ASB15747,Canine coronavirus,GenBank,set:KY063617,KY063617,HLJ-072,Alphacoronavirus 1,4018,ORF1A
ASB15748,Canine coronavirus,GenBank,set:KY063617,KY063617,HLJ-072,Alphacoronavirus 1,1454,S
ASB15749,Canine coronavirus,GenBank,set:KY063617,KY063617,HLJ-072,Alphacoronavirus 1,78,3A
ASB15750,Canine coronavirus,GenBank,set:KY063617,KY063617,HLJ-072,Alphacoronavirus 1,59,ORF3B
ASB15751,Canine coronavirus,GenBank,set:KY063617,KY063617,HLJ-072,Alphacoronavirus 1,172,3C
ASB15752,Canine coronavirus,GenBank,set:KY063617,KY063617,HLJ-072,Alphacoronavirus 1,82,E
ASB15753,Canine coronavirus,GenBank,set:KY063617,KY063617,HLJ-072,Alphacoronavirus 1,273,M
ASB15754,Canine coronavirus,GenBank,set:KY063617,KY063617,HLJ-072,Alphacoronavirus 1,382,N
ASB15755,Canine coronavirus,GenBank,set:KY063617,KY063617,HLJ-072,Alphacoronavirus 1,101,7A
ASB15756,Canine coronavirus,GenBank,set:KY063617,KY063617,HLJ-072,Alphacoronavirus 1,213,7B
ASB15757,Canine coronavirus,GenBank,set:KY063618,KY063618,HLJ-073,Alphacoronavirus 1,4018,ORF1A
ASB15758,Canine coronavirus,GenBank,set:KY063618,KY063618,HLJ-073,Alphacoronavirus 1,1454,S
ASB15760,Canine coronavirus,GenBank,set:KY063618,KY063618,HLJ-073,Alphacoronavirus 1,82,E
ASB15761,Canine coronavirus,GenBank,set:KY063618,KY063618,HLJ-073,Alphacoronavirus 1,273,M
ASB15762,Canine coronavirus,GenBank,set:KY063618,KY063618,HLJ-073,Alphacoronavirus 1,382,N
ASB15763,Canine coronavirus,GenBank,set:KY063618,KY063618,HLJ-073,Alphacoronavirus 1,101,7A
ASB15764,Canine coronavirus,GenBank,set:KY063618,KY063618,HLJ-073,Alphacoronavirus 1,213,7B
BAW32700,Canine coronavirus,GenBank,set:LC190901,LC190901,,Alphacoronavirus 1,158,spike
BAW32701,Canine coronavirus,GenBank,set:LC190902,LC190902,,Alphacoronavirus 1,159,spike
BAW32702,Canine coronavirus,GenBank,set:LC190903,LC190903,,Alphacoronavirus 1,159,spike
BAW32703,Canine coronavirus,GenBank,set:LC190904,LC190904,,Alphacoronavirus 1,159,spike
BAW32704,Canine coronavirus,GenBank,set:LC190905,LC190905,,Alphacoronavirus 1,159,spike
BAW32705,Canine coronavirus,GenBank,set:LC190906,LC190906,,Alphacoronavirus 1,1453,spike
BAW32706,Canine coronavirus,GenBank,set:LC190907,LC190907,,Alphacoronavirus 1,1457,spike
BAW32707,Canine coronavirus,GenBank,set:LC190907,LC190907,,Alphacoronavirus 1,263,membrane
BAW32708,Canine coronavirus,GenBank,set:LC190907,LC190907,,Alphacoronavirus 1,382,nucleocapsid
ANF07130,Canine coronavirus,GenBank,set:KR265176,KR265176,CCoV/BJ-84,Alphacoronavirus 1,358,nucleocapsid protein
ANF07131,Canine coronavirus,GenBank,set:KR265177,KR265177,CCoV/BJ-87,Alphacoronavirus 1,358,nucleocapsid protein
ANF07132,Canine coronavirus,GenBank,set:KR265178,KR265178,CCoV/BJ-117,Alphacoronavirus 1,358,nucleocapsid protein
ANF07133,Canine coronavirus,GenBank,set:KR265179,KR265179,CCoV/BJ-147,Alphacoronavirus 1,358,nucleocapsid protein
ANF07134,Canine coronavirus,GenBank,set:KR265180,KR265180,CCoV/BJ-151,Alphacoronavirus 1,358,nucleocapsid protein
ANF07135,Canine coronavirus,GenBank,set:KR265181,KR265181,CCoV/BJ-161,Alphacoronavirus 1,358,nucleocapsid protein
ANF07136,Canine coronavirus,GenBank,set:KR265182,KR265182,CCoV/BJ-171,Alphacoronavirus 1,358,nucleocapsid protein
ANF07137,Canine coronavirus,GenBank,set:KR265183,KR265183,CCoV/BJ-174,Alphacoronavirus 1,358,nucleocapsid protein
ANF07138,Canine coronavirus,GenBank,set:KR265184,KR265184,CCoV/BJ-176,Alphacoronavirus 1,358,nucleocapsid protein
ANF07139,Canine coronavirus,GenBank,set:KR265185,KR265185,CCoV/BJ-184,Alphacoronavirus 1,358,nucleocapsid protein
ANF07140,Canine coronavirus,GenBank,set:KR265186,KR265186,CCoV/BJ-145,Alphacoronavirus 1,251,nucleocapsid protein
ANA11063,Canine coronavirus,GenBank,set:KT852997,KT852997,CCoV-BJ70,Alphacoronavirus 1,382,N protein
ALF04641,Canine coronavirus,GenBank,set:KR105599,KR105599,01/2015,Alphacoronavirus 1,70,transmembrane protein
ALF04642,Canine coronavirus,GenBank,set:KR105600,KR105600,02/2015,Alphacoronavirus 1,79,transmembrane protein
ALF04643,Canine coronavirus,GenBank,set:KR105601,KR105601,03/2015,Alphacoronavirus 1,70,transmembrane protein
ALF04644,Canine coronavirus,GenBank,set:KR105602,KR105602,04/2015,Alphacoronavirus 1,126,spike protein
ALF04645,Canine coronavirus,GenBank,set:KR105603,KR105603,05/2015,Alphacoronavirus 1,142,spike protein
ALF04646,Canine coronavirus,GenBank,set:KR105604,KR105604,06/2015,Alphacoronavirus 1,119,transmembrane protein
ALA65117,Canine coronavirus,GenBank,set:KT192642,KT192642,,Alphacoronavirus 1,115,membrane protein
ALA65118,Canine coronavirus,GenBank,set:KT192643,KT192643,,Alphacoronavirus 1,115,membrane protein
ALA65119,Canine coronavirus,GenBank,set:KT192644,KT192644,,Alphacoronavirus 1,115,membrane protein
ALA65120,Canine coronavirus,GenBank,set:KT192645,KT192645,,Alphacoronavirus 1,115,membrane protein
ALA65121,Canine coronavirus,GenBank,set:KT192646,KT192646,,Alphacoronavirus 1,115,membrane protein
ALA65122,Canine coronavirus,GenBank,set:KT192647,KT192647,,Alphacoronavirus 1,115,membrane protein
ALA65123,Canine coronavirus,GenBank,set:KT192648,KT192648,,Alphacoronavirus 1,115,membrane protein
ALA65124,Canine coronavirus,GenBank,set:KT192649,KT192649,,Alphacoronavirus 1,115,membrane protein
ALA65125,Canine coronavirus,GenBank,set:KT192650,KT192650,,Alphacoronavirus 1,115,membrane protein
ALA65126,Canine coronavirus,GenBank,set:KT192651,KT192651,,Alphacoronavirus 1,115,membrane protein
ALA65127,Canine coronavirus,GenBank,set:KT192652,KT192652,,Alphacoronavirus 1,115,membrane protein
ALA65128,Canine coronavirus,GenBank,set:KT192653,KT192653,,Alphacoronavirus 1,115,membrane protein
ALA65129,Canine coronavirus,GenBank,set:KT192654,KT192654,,Alphacoronavirus 1,115,membrane protein
ALA65130,Canine coronavirus,GenBank,set:KT192655,KT192655,,Alphacoronavirus 1,115,membrane protein
ALA65131,Canine coronavirus,GenBank,set:KT192656,KT192656,,Alphacoronavirus 1,115,membrane protein
ALA65132,Canine coronavirus,GenBank,set:KT192657,KT192657,,Alphacoronavirus 1,115,membrane protein
ALA65133,Canine coronavirus,GenBank,set:KT192658,KT192658,,Alphacoronavirus 1,115,membrane protein
ALA65134,Canine coronavirus,GenBank,set:KT192659,KT192659,,Alphacoronavirus 1,115,membrane protein
ALA65135,Canine coronavirus,GenBank,set:KT192660,KT192660,,Alphacoronavirus 1,115,membrane protein
ALA65136,Canine coronavirus,GenBank,set:KT192661,KT192661,,Alphacoronavirus 1,115,membrane protein
ALA65137,Canine coronavirus,GenBank,set:KT192662,KT192662,,Alphacoronavirus 1,115,membrane protein
ALA65138,Canine coronavirus,GenBank,set:KT192663,KT192663,,Alphacoronavirus 1,115,membrane protein
ALA65139,Canine coronavirus,GenBank,set:KT192664,KT192664,,Alphacoronavirus 1,115,membrane protein
ALA65140,Canine coronavirus,GenBank,set:KT192665,KT192665,,Alphacoronavirus 1,115,membrane protein
ALA65141,Canine coronavirus,GenBank,set:KT192666,KT192666,,Alphacoronavirus 1,115,membrane protein
ALA65142,Canine coronavirus,GenBank,set:KT192667,KT192667,,Alphacoronavirus 1,115,membrane protein
ALA65143,Canine coronavirus,GenBank,set:KT192668,KT192668,,Alphacoronavirus 1,115,membrane protein
ALA65144,Canine coronavirus,GenBank,set:KT192669,KT192669,,Alphacoronavirus 1,115,membrane protein
ALA65145,Canine coronavirus,GenBank,set:KT192670,KT192670,,Alphacoronavirus 1,115,membrane protein
ALA65146,Canine coronavirus,GenBank,set:KT192671,KT192671,,Alphacoronavirus 1,115,membrane protein
ALA65147,Canine coronavirus,GenBank,set:KT192672,KT192672,,Alphacoronavirus 1,115,membrane protein
ALA65148,Canine coronavirus,GenBank,set:KT192673,KT192673,,Alphacoronavirus 1,115,membrane protein
ALA65149,Canine coronavirus,GenBank,set:KT192674,KT192674,,Alphacoronavirus 1,115,membrane protein
ALA65150,Canine coronavirus,GenBank,set:KT192675,KT192675,,Alphacoronavirus 1,115,membrane protein
ALA65151,Canine coronavirus,GenBank,set:KT192676,KT192676,,Alphacoronavirus 1,115,membrane protein
ALA65152,Canine coronavirus,GenBank,set:KT192677,KT192677,,Alphacoronavirus 1,115,membrane protein
ALA65153,Canine coronavirus,GenBank,set:KT192678,KT192678,,Alphacoronavirus 1,115,membrane protein
ALA65154,Canine coronavirus,GenBank,set:KT192679,KT192679,,Alphacoronavirus 1,115,membrane protein
ALA65155,Canine coronavirus,GenBank,set:KT192680,KT192680,,Alphacoronavirus 1,115,membrane protein
ALA65156,Canine coronavirus,GenBank,set:KT192681,KT192681,,Alphacoronavirus 1,115,membrane protein
ALA65157,Canine coronavirus,GenBank,set:KT192682,KT192682,,Alphacoronavirus 1,115,membrane protein
ALA65158,Canine coronavirus,GenBank,set:KT192683,KT192683,,Alphacoronavirus 1,115,membrane protein
ALA65159,Canine coronavirus,GenBank,set:KT192684,KT192684,,Alphacoronavirus 1,115,membrane protein
ALA65160,Canine coronavirus,GenBank,set:KT192685,KT192685,,Alphacoronavirus 1,115,membrane protein
ALA65161,Canine coronavirus,GenBank,set:KT192686,KT192686,,Alphacoronavirus 1,115,membrane protein
ALA65162,Canine coronavirus,GenBank,set:KT192687,KT192687,,Alphacoronavirus 1,115,membrane protein
ALA65163,Canine coronavirus,GenBank,set:KT192688,KT192688,,Alphacoronavirus 1,115,membrane protein
ALA65164,Canine coronavirus,GenBank,set:KT192689,KT192689,,Alphacoronavirus 1,115,membrane protein
ALA65165,Canine coronavirus,GenBank,set:KT192690,KT192690,,Alphacoronavirus 1,115,membrane protein
ALA65166,Canine coronavirus,GenBank,set:KT192691,KT192691,,Alphacoronavirus 1,115,membrane protein
ALA65167,Canine coronavirus,GenBank,set:KT192692,KT192692,,Alphacoronavirus 1,115,membrane protein
ALA65168,Canine coronavirus,GenBank,set:KT192693,KT192693,,Alphacoronavirus 1,115,membrane protein
ALA65169,Canine coronavirus,GenBank,set:KT192694,KT192694,,Alphacoronavirus 1,115,membrane protein
ALA65170,Canine coronavirus,GenBank,set:KT192695,KT192695,,Alphacoronavirus 1,115,membrane protein
ALA65171,Canine coronavirus,GenBank,set:KT192696,KT192696,,Alphacoronavirus 1,115,membrane protein
ALA65172,Canine coronavirus,GenBank,set:KT192697,KT192697,,Alphacoronavirus 1,115,membrane protein
ALA65173,Canine coronavirus,GenBank,set:KT192698,KT192698,,Alphacoronavirus 1,115,membrane protein
AKQ99491,Canine coronavirus,GenBank,set:KT222969,KT222969,,Alphacoronavirus 1,202,spike protein
AKQ99492,Canine coronavirus,GenBank,set:KT222970,KT222970,,Alphacoronavirus 1,202,spike protein
AKQ99493,Canine coronavirus,GenBank,set:KT222971,KT222971,,Alphacoronavirus 1,202,spike protein
AKQ99494,Canine coronavirus,GenBank,set:KT222972,KT222972,,Alphacoronavirus 1,202,spike protein
AKQ99495,Canine coronavirus,GenBank,set:KT222973,KT222973,,Alphacoronavirus 1,202,spike protein
AKQ99496,Canine coronavirus,GenBank,set:KT222974,KT222974,,Alphacoronavirus 1,202,spike protein
AKQ99497,Canine coronavirus,GenBank,set:KT222975,KT222975,,Alphacoronavirus 1,202,spike protein
AKQ99498,Canine coronavirus,GenBank,set:KT222976,KT222976,,Alphacoronavirus 1,202,spike protein
AKQ99499,Canine coronavirus,GenBank,set:KT222977,KT222977,,Alphacoronavirus 1,202,spike protein
AKQ99500,Canine coronavirus,GenBank,set:KT222978,KT222978,,Alphacoronavirus 1,202,spike protein
AKQ99501,Canine coronavirus,GenBank,set:KT222979,KT222979,,Alphacoronavirus 1,202,spike protein
AKQ99502,Canine coronavirus,GenBank,set:KT222980,KT222980,,Alphacoronavirus 1,202,spike protein
AKQ99503,Canine coronavirus,GenBank,set:KT222981,KT222981,,Alphacoronavirus 1,202,spike protein
AKQ99504,Canine coronavirus,GenBank,set:KT222982,KT222982,,Alphacoronavirus 1,202,spike protein
AKQ99505,Canine coronavirus,GenBank,set:KT222983,KT222983,,Alphacoronavirus 1,202,spike protein
AKQ99506,Canine coronavirus,GenBank,set:KT222984,KT222984,,Alphacoronavirus 1,202,spike protein
AKQ99507,Canine coronavirus,GenBank,set:KT222985,KT222985,,Alphacoronavirus 1,202,spike protein
AKQ99508,Canine coronavirus,GenBank,set:KT222986,KT222986,,Alphacoronavirus 1,202,spike protein
AKQ99509,Canine coronavirus,GenBank,set:KT222987,KT222987,,Alphacoronavirus 1,202,spike protein
AKQ99510,Canine coronavirus,GenBank,set:KT222988,KT222988,,Alphacoronavirus 1,202,spike protein
AKQ99511,Canine coronavirus,GenBank,set:KT222989,KT222989,,Alphacoronavirus 1,202,spike protein
AKQ99512,Canine coronavirus,GenBank,set:KT222990,KT222990,,Alphacoronavirus 1,202,spike protein
AKQ99513,Canine coronavirus,GenBank,set:KT222991,KT222991,,Alphacoronavirus 1,202,spike protein
AKQ99514,Canine coronavirus,GenBank,set:KT222992,KT222992,,Alphacoronavirus 1,202,spike protein
AKQ99515,Canine coronavirus,GenBank,set:KT222993,KT222993,,Alphacoronavirus 1,202,spike protein
AKQ99516,Canine coronavirus,GenBank,set:KT222994,KT222994,,Alphacoronavirus 1,202,spike protein
AKQ99517,Canine coronavirus,GenBank,set:KT222995,KT222995,,Alphacoronavirus 1,94,spike protein
AKQ99518,Canine coronavirus,GenBank,set:KT222996,KT222996,,Alphacoronavirus 1,57,spike protein
AKI87821,Canine coronavirus,GenBank,set:KP322041,KP322041,,Alphacoronavirus 1,97,spike protein
AKI87822,Canine coronavirus,GenBank,set:KP322042,KP322042,,Alphacoronavirus 1,97,spike protein
AKI87823,Canine coronavirus,GenBank,set:KP322043,KP322043,,Alphacoronavirus 1,97,spike protein
AKI87824,Canine coronavirus,GenBank,set:KP322044,KP322044,,Alphacoronavirus 1,97,spike protein
AKI87825,Canine coronavirus,GenBank,set:KP322045,KP322045,,Alphacoronavirus 1,97,spike protein
AKI87826,Canine coronavirus,GenBank,set:KP322046,KP322046,,Alphacoronavirus 1,97,spike protein
AKI87827,Canine coronavirus,GenBank,set:KP322047,KP322047,,Alphacoronavirus 1,97,spike protein
AKI87828,Canine coronavirus,GenBank,set:KP322048,KP322048,,Alphacoronavirus 1,97,spike protein
AKI87829,Canine coronavirus,GenBank,set:KP322049,KP322049,,Alphacoronavirus 1,97,spike protein
AKI87830,Canine coronavirus,GenBank,set:KP322050,KP322050,,Alphacoronavirus 1,97,spike protein
AKI87831,Canine coronavirus,GenBank,set:KP322051,KP322051,,Alphacoronavirus 1,217,spike protein
AKI87832,Canine coronavirus,GenBank,set:KP322052,KP322052,,Alphacoronavirus 1,217,spike protein
AKI87833,Canine coronavirus,GenBank,set:KP322053,KP322053,,Alphacoronavirus 1,217,spike protein
AKI87834,Canine coronavirus,GenBank,set:KP322054,KP322054,,Alphacoronavirus 1,122,membrane protein
AKI87835,Canine coronavirus,GenBank,set:KP322055,KP322055,,Alphacoronavirus 1,122,membrane protein
AKI87836,Canine coronavirus,GenBank,set:KP322056,KP322056,,Alphacoronavirus 1,122,membrane protein
AKI87837,Canine coronavirus,GenBank,set:KP322057,KP322057,,Alphacoronavirus 1,122,membrane protein
AKI87838,Canine coronavirus,GenBank,set:KP322058,KP322058,,Alphacoronavirus 1,122,membrane protein
AKI87839,Canine coronavirus,GenBank,set:KP322059,KP322059,,Alphacoronavirus 1,122,membrane protein
AKI87840,Canine coronavirus,GenBank,set:KP322060,KP322060,,Alphacoronavirus 1,122,membrane protein
AKI87841,Canine coronavirus,GenBank,set:KP322061,KP322061,,Alphacoronavirus 1,122,membrane protein
AKI87842,Canine coronavirus,GenBank,set:KP322062,KP322062,,Alphacoronavirus 1,122,membrane protein
AKI87843,Canine coronavirus,GenBank,set:KP322063,KP322063,,Alphacoronavirus 1,122,membrane protein
AKI87844,Canine coronavirus,GenBank,set:KP322064,KP322064,,Alphacoronavirus 1,122,membrane protein
AKI87845,Canine coronavirus,GenBank,set:KP322065,KP322065,,Alphacoronavirus 1,122,membrane protein
AKI87846,Canine coronavirus,GenBank,set:KP322066,KP322066,,Alphacoronavirus 1,122,membrane protein
AKI87847,Canine coronavirus,GenBank,set:KP322067,KP322067,,Alphacoronavirus 1,122,membrane protein
AKI87848,Canine coronavirus,GenBank,set:KP322068,KP322068,,Alphacoronavirus 1,122,membrane protein
AKI87849,Canine coronavirus,GenBank,set:KP322069,KP322069,,Alphacoronavirus 1,122,membrane protein
AKI87850,Canine coronavirus,GenBank,set:KP322070,KP322070,,Alphacoronavirus 1,122,membrane protein
AKI87851,Canine coronavirus,GenBank,set:KP322071,KP322071,,Alphacoronavirus 1,122,membrane protein
AKI87852,Canine coronavirus,GenBank,set:KP322072,KP322072,,Alphacoronavirus 1,122,membrane protein
AKI87853,Canine coronavirus,GenBank,set:KP322073,KP322073,,Alphacoronavirus 1,122,membrane protein
AKI87854,Canine coronavirus,GenBank,set:KP322074,KP322074,,Alphacoronavirus 1,122,membrane protein
AKI87855,Canine coronavirus,GenBank,set:KP322075,KP322075,,Alphacoronavirus 1,122,membrane protein
AKI87856,Canine coronavirus,GenBank,set:KP322076,KP322076,,Alphacoronavirus 1,122,membrane protein
AKI87857,Canine coronavirus,GenBank,set:KP322077,KP322077,,Alphacoronavirus 1,122,membrane protein
AKI87858,Canine coronavirus,GenBank,set:KP322078,KP322078,,Alphacoronavirus 1,122,membrane protein
AKI87859,Canine coronavirus,GenBank,set:KP322079,KP322079,,Alphacoronavirus 1,122,membrane protein
AKI87860,Canine coronavirus,GenBank,set:KP322080,KP322080,,Alphacoronavirus 1,122,membrane protein
AKI87861,Canine coronavirus,GenBank,set:KP322081,KP322081,,Alphacoronavirus 1,122,membrane protein
AKI87862,Canine coronavirus,GenBank,set:KP322082,KP322082,,Alphacoronavirus 1,122,membrane protein
AKI87863,Canine coronavirus,GenBank,set:KP322083,KP322083,,Alphacoronavirus 1,122,membrane protein
AKI87864,Canine coronavirus,GenBank,set:KP322084,KP322084,,Alphacoronavirus 1,122,membrane protein
AKI87865,Canine coronavirus,GenBank,set:KP322085,KP322085,,Alphacoronavirus 1,122,membrane protein
AKI87866,Canine coronavirus,GenBank,set:KP322086,KP322086,,Alphacoronavirus 1,122,membrane protein
AKI87867,Canine coronavirus,GenBank,set:KP322087,KP322087,,Alphacoronavirus 1,122,membrane protein
AKI87868,Canine coronavirus,GenBank,set:KP322088,KP322088,,Alphacoronavirus 1,122,membrane protein
AKI87869,Canine coronavirus,GenBank,set:KP322089,KP322089,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87870,Canine coronavirus,GenBank,set:KP322090,KP322090,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87871,Canine coronavirus,GenBank,set:KP322091,KP322091,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87872,Canine coronavirus,GenBank,set:KP322092,KP322092,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87873,Canine coronavirus,GenBank,set:KP322093,KP322093,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87874,Canine coronavirus,GenBank,set:KP322094,KP322094,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87875,Canine coronavirus,GenBank,set:KP322095,KP322095,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87876,Canine coronavirus,GenBank,set:KP322096,KP322096,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87877,Canine coronavirus,GenBank,set:KP322097,KP322097,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87878,Canine coronavirus,GenBank,set:KP322098,KP322098,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87879,Canine coronavirus,GenBank,set:KP322099,KP322099,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87880,Canine coronavirus,GenBank,set:KP322100,KP322100,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87881,Canine coronavirus,GenBank,set:KP322101,KP322101,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87882,Canine coronavirus,GenBank,set:KP322102,KP322102,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87883,Canine coronavirus,GenBank,set:KP322103,KP322103,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87884,Canine coronavirus,GenBank,set:KP322104,KP322104,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87885,Canine coronavirus,GenBank,set:KP322105,KP322105,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87886,Canine coronavirus,GenBank,set:KP322106,KP322106,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87887,Canine coronavirus,GenBank,set:KP322107,KP322107,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87888,Canine coronavirus,GenBank,set:KP322108,KP322108,,Alphacoronavirus 1,80,nucleocapsid protein
