Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
QBQ34499,Porcine deltacoronavirus,GenBank,set:MH025764,MH025764,,Coronavirus HKU15,342,nucleocapsid protein,2016
QBQ34500,Porcine deltacoronavirus,GenBank,set:MH025764,MH025764,,Coronavirus HKU15,200,NS7 protein,2016
QHI08610,Porcine deltacoronavirus,GenBank,set:MN025260,MN025260,,Coronavirus HKU15,6262,polyprotein,2017-01-18
QHI08611,Porcine deltacoronavirus,GenBank,set:MN025260,MN025260,,Coronavirus HKU15,1160,spike protein,2017-01-18
QHI08612,Porcine deltacoronavirus,GenBank,set:MN025260,MN025260,,Coronavirus HKU15,83,envelope protein,2017-01-18
QHI08613,Porcine deltacoronavirus,GenBank,set:MN025260,MN025260,,Coronavirus HKU15,217,membrane protein,2017-01-18
QHI08614,Porcine deltacoronavirus,GenBank,set:MN025260,MN025260,,Coronavirus HKU15,94,non-structural protein 6,2017-01-18
QHI08615,Porcine deltacoronavirus,GenBank,set:MN025260,MN025260,,Coronavirus HKU15,342,nucleocapsid protein,2017-01-18
QHI08616,Porcine deltacoronavirus,GenBank,set:MN025260,MN025260,,Coronavirus HKU15,200,non-structural protein 7,2017-01-18
ATP16464,Porcine deltacoronavirus,GenBank,set:KX998969,KX998969,P29_15_VN_1215,Coronavirus HKU15,83,envelope protein,2015-12
ATP16465,Porcine deltacoronavirus,GenBank,set:KX998969,KX998969,P29_15_VN_1215,Coronavirus HKU15,217,membrane protein,2015-12
ATP16466,Porcine deltacoronavirus,GenBank,set:KX998969,KX998969,P29_15_VN_1215,Coronavirus HKU15,342,nucleocapsid protein,2015-12
ATP16467,Porcine deltacoronavirus,GenBank,set:KX998969,KX998969,P29_15_VN_1215,Coronavirus HKU15,1160,spike protein,2015-12
QGZ00524,Porcine deltacoronavirus,GenBank,set:MK993519,MK993519,CHN/Sichuan/2019,Coronavirus HKU15,6258,polyprotein,2019-01
QGZ00525,Porcine deltacoronavirus,GenBank,set:MK993519,MK993519,CHN/Sichuan/2019,Coronavirus HKU15,1159,spike protein,2019-01
QGZ00526,Porcine deltacoronavirus,GenBank,set:MK993519,MK993519,CHN/Sichuan/2019,Coronavirus HKU15,83,envelope protein,2019-01
QGZ00527,Porcine deltacoronavirus,GenBank,set:MK993519,MK993519,CHN/Sichuan/2019,Coronavirus HKU15,217,membrane protein,2019-01
QGZ00528,Porcine deltacoronavirus,GenBank,set:MK993519,MK993519,CHN/Sichuan/2019,Coronavirus HKU15,94,nonstructural protein 6,2019-01
QGZ00529,Porcine deltacoronavirus,GenBank,set:MK993519,MK993519,CHN/Sichuan/2019,Coronavirus HKU15,342,nucleocapsid protein,2019-01
QGZ00530,Porcine deltacoronavirus,GenBank,set:MK993519,MK993519,CHN/Sichuan/2019,Coronavirus HKU15,200,nonstructural protein 7,2019-01
QFU80839,Porcine deltacoronavirus,GenBank,set:MN249445,MN249445,CHN-JS-2017,Coronavirus HKU15,6265,ORF1a/b protein,2017-12-11
QFU80840,Porcine deltacoronavirus,GenBank,set:MN249445,MN249445,CHN-JS-2017,Coronavirus HKU15,3624,ORF1a protein,2017-12-11
QFU80841,Porcine deltacoronavirus,GenBank,set:MN249445,MN249445,CHN-JS-2017,Coronavirus HKU15,1159,spike protein,2017-12-11
QFU80842,Porcine deltacoronavirus,GenBank,set:MN249445,MN249445,CHN-JS-2017,Coronavirus HKU15,83,envelope protein,2017-12-11
QFU80843,Porcine deltacoronavirus,GenBank,set:MN249445,MN249445,CHN-JS-2017,Coronavirus HKU15,217,membrane protein,2017-12-11
QFU80844,Porcine deltacoronavirus,GenBank,set:MN249445,MN249445,CHN-JS-2017,Coronavirus HKU15,94,NS6 protein,2017-12-11
QFU80845,Porcine deltacoronavirus,GenBank,set:MN249445,MN249445,CHN-JS-2017,Coronavirus HKU15,342,nucleocapsid protein,2017-12-11
QFU80846,Porcine deltacoronavirus,GenBank,set:MN249445,MN249445,CHN-JS-2017,Coronavirus HKU15,200,NS7 protein,2017-12-11
QFQ33018,Porcine deltacoronavirus,GenBank,set:MK370064,MK370064,PDCoV/CH/JXJGS/01/2016_p7,Coronavirus HKU15,574,S protein,2016-09
QFQ33019,Porcine deltacoronavirus,GenBank,set:MK370065,MK370065,PDCoV/CH/JXJGS/01/2016_p20,Coronavirus HKU15,574,S protein,2016-11
QFQ33020,Porcine deltacoronavirus,GenBank,set:MK370066,MK370066,PDCoV/CH/JXJGS/01/2016_p50,Coronavirus HKU15,574,S protein,2017-02
QFP39649,Porcine deltacoronavirus,GenBank,set:MK333244,MK333244,PDCoV/CH/JXJA/2014,Coronavirus HKU15,580,spike protein,2014-09
QFP39650,Porcine deltacoronavirus,GenBank,set:MK333245,MK333245,PDCoV/CH/JXYC/2017,Coronavirus HKU15,580,spike protein,2017-06
QFP39651,Porcine deltacoronavirus,GenBank,set:MK333246,MK333246,PDCoV/CH/JXJJ/2017,Coronavirus HKU15,580,spike protein,2017-03
QEX51275,Porcine deltacoronavirus,GenBank,set:MK673766,MK673766,CHN-XA18-35,Coronavirus HKU15,217,membrane protein,2018-08-08
QEJ80684,Porcine deltacoronavirus,GenBank,set:MN064712,MN064712,CH/XJYN/2016,Coronavirus HKU15,1160,spike protein,2016-02-16
QDP14510,Porcine deltacoronavirus,GenBank,set:MK330604,MK330604,,Coronavirus HKU15,6265,polyprotein 1ab,2017-02
QDP14511,Porcine deltacoronavirus,GenBank,set:MK330604,MK330604,,Coronavirus HKU15,1159,spike glycoprotein,2017-02
QDP14512,Porcine deltacoronavirus,GenBank,set:MK330604,MK330604,,Coronavirus HKU15,83,envelope protein,2017-02
QDP14513,Porcine deltacoronavirus,GenBank,set:MK330604,MK330604,,Coronavirus HKU15,217,membrane protein,2017-02
QDP14514,Porcine deltacoronavirus,GenBank,set:MK330604,MK330604,,Coronavirus HKU15,94,nonstructural protein,2017-02
QDP14515,Porcine deltacoronavirus,GenBank,set:MK330604,MK330604,,Coronavirus HKU15,342,nucleocapsid protein,2017-02
QDP14516,Porcine deltacoronavirus,GenBank,set:MK330604,MK330604,,Coronavirus HKU15,200,nonstructural protein,2017-02
QDP14517,Porcine deltacoronavirus,GenBank,set:MK330605,MK330605,,Coronavirus HKU15,6265,polyprotein 1ab,2018-01
QDP14518,Porcine deltacoronavirus,GenBank,set:MK330605,MK330605,,Coronavirus HKU15,1159,spike protein,2018-01
QDP14519,Porcine deltacoronavirus,GenBank,set:MK330605,MK330605,,Coronavirus HKU15,83,envelope protein,2018-01
QDP14520,Porcine deltacoronavirus,GenBank,set:MK330605,MK330605,,Coronavirus HKU15,217,membrane protein,2018-01
QDP14521,Porcine deltacoronavirus,GenBank,set:MK330605,MK330605,,Coronavirus HKU15,94,nonstructural protein,2018-01
QDP14522,Porcine deltacoronavirus,GenBank,set:MK330605,MK330605,,Coronavirus HKU15,342,nucleocapsid protein,2018-01
QDP14523,Porcine deltacoronavirus,GenBank,set:MK330605,MK330605,,Coronavirus HKU15,200,nonstructural protein,2018-01
QDH76186,Porcine deltacoronavirus,GenBank,set:MK355396,MK355396,,Coronavirus HKU15,6265,polyprotein 1ab,2016-02-20
QDH76187,Porcine deltacoronavirus,GenBank,set:MK355396,MK355396,,Coronavirus HKU15,3624,polyprotein 1a,2016-02-20
QDH76188,Porcine deltacoronavirus,GenBank,set:MK355396,MK355396,,Coronavirus HKU15,1159,spike protein,2016-02-20
QDH76189,Porcine deltacoronavirus,GenBank,set:MK355396,MK355396,,Coronavirus HKU15,83,envelope protein,2016-02-20
QDH76190,Porcine deltacoronavirus,GenBank,set:MK355396,MK355396,,Coronavirus HKU15,217,membrane protein,2016-02-20
QDH76191,Porcine deltacoronavirus,GenBank,set:MK355396,MK355396,,Coronavirus HKU15,94,NS6 protein,2016-02-20
QDH76192,Porcine deltacoronavirus,GenBank,set:MK355396,MK355396,,Coronavirus HKU15,342,nucleocapsid protein,2016-02-20
QDH76193,Porcine deltacoronavirus,GenBank,set:MK355396,MK355396,,Coronavirus HKU15,200,NS7 protein,2016-02-20
QDH76194,Porcine deltacoronavirus,GenBank,set:MK572803,MK572803,,Coronavirus HKU15,6265,polyprotein 1ab,2017-06
QDH76195,Porcine deltacoronavirus,GenBank,set:MK572803,MK572803,,Coronavirus HKU15,83,envelope protein,2017-06
QDH76196,Porcine deltacoronavirus,GenBank,set:MK572803,MK572803,,Coronavirus HKU15,217,membrane protein,2017-06
QDH76197,Porcine deltacoronavirus,GenBank,set:MK572803,MK572803,,Coronavirus HKU15,342,nucleocapsid protein,2017-06
QDH76198,Porcine deltacoronavirus,GenBank,set:MK572803,MK572803,,Coronavirus HKU15,94,NS6 protein,2017-06
QDH76199,Porcine deltacoronavirus,GenBank,set:MK572803,MK572803,,Coronavirus HKU15,200,NS7 protein,2017-06
QDH76200,Porcine deltacoronavirus,GenBank,set:MK572803,MK572803,,Coronavirus HKU15,3624,polyprotein 1a,2017-06
QDH76201,Porcine deltacoronavirus,GenBank,set:MK572803,MK572803,,Coronavirus HKU15,1159,spike protein,2017-06
QDF21511,Porcine deltacoronavirus,GenBank,set:MK211169,MK211169,,Coronavirus HKU15,1159,spike glycoprotein,2017-12-24
QDF21512,Porcine deltacoronavirus,GenBank,set:MK211169,MK211169,,Coronavirus HKU15,83,envelope protein,2017-12-24
QDF21513,Porcine deltacoronavirus,GenBank,set:MK211169,MK211169,,Coronavirus HKU15,213,membrane protein,2017-12-24
QDF21514,Porcine deltacoronavirus,GenBank,set:MK211169,MK211169,,Coronavirus HKU15,342,nucleocapsid protein,2017-12-24
QDF21515,Porcine deltacoronavirus,GenBank,set:MK211169,MK211169,,Coronavirus HKU15,94,NS6 protein,2017-12-24
QDF21516,Porcine deltacoronavirus,GenBank,set:MK211169,MK211169,,Coronavirus HKU15,200,NS7 protein,2017-12-24
QDF21517,Porcine deltacoronavirus,GenBank,set:MK211169,MK211169,,Coronavirus HKU15,6266,replicase polyprotein,2017-12-24
QBJ01538,Porcine deltacoronavirus,GenBank,set:MK378621,MK378621,PDCV_VIRES_YN01_C1,Coronavirus HKU15,113,polyprotein 1a,2017-04
QBJ01539,Porcine deltacoronavirus,GenBank,set:MK378622,MK378622,PDCV_VIRES_YN01_C2,Coronavirus HKU15,122,polyprotein 1a,2017-04
QBJ01540,Porcine deltacoronavirus,GenBank,set:MK378623,MK378623,PDCV_VIRES_YN01_C3,Coronavirus HKU15,136,polyprotein 1a,2017-04
QBJ01541,Porcine deltacoronavirus,GenBank,set:MK378624,MK378624,PDCV_VIRES_YN01_C4,Coronavirus HKU15,107,polyprotein 1a,2017-04
QBJ01542,Porcine deltacoronavirus,GenBank,set:MK378625,MK378625,PDCV_VIRES_YN01_C5,Coronavirus HKU15,95,polyprotein 1a,2017-04
QBJ01543,Porcine deltacoronavirus,GenBank,set:MK378626,MK378626,PDCV_VIRES_YN01_C6,Coronavirus HKU15,304,polyprotein 1a,2017-04
QBJ01544,Porcine deltacoronavirus,GenBank,set:MK378627,MK378627,PDCV_VIRES_YN01_C7,Coronavirus HKU15,220,polyprotein 1a,2017-04
QBJ01545,Porcine deltacoronavirus,GenBank,set:MK378628,MK378628,PDCV_VIRES_YN01_C8,Coronavirus HKU15,175,polyprotein 1a,2017-04
QBJ01546,Porcine deltacoronavirus,GenBank,set:MK378629,MK378629,PDCV_VIRES_YN01_C9,Coronavirus HKU15,145,polyprotein 1ab,2017-04
QBJ01547,Porcine deltacoronavirus,GenBank,set:MK378630,MK378630,PDCV_VIRES_YN01_C10,Coronavirus HKU15,98,polyprotein 1ab,2017-04
QBJ01548,Porcine deltacoronavirus,GenBank,set:MK378631,MK378631,PDCV_VIRES_YN01_C11,Coronavirus HKU15,109,polyprotein 1ab,2017-04
QBJ01549,Porcine deltacoronavirus,GenBank,set:MK378632,MK378632,PDCV_VIRES_YN01_C12,Coronavirus HKU15,201,polyprotein 1ab,2017-04
QBJ01550,Porcine deltacoronavirus,GenBank,set:MK378633,MK378633,PDCV_VIRES_YN01_C13,Coronavirus HKU15,329,polyprotein 1ab,2017-04
QBJ01551,Porcine deltacoronavirus,GenBank,set:MK378634,MK378634,PDCV_VIRES_YN01_C14,Coronavirus HKU15,342,spike protein,2017-04
QBJ01552,Porcine deltacoronavirus,GenBank,set:MK378635,MK378635,PDCV_VIRES_ZJ01_C1,Coronavirus HKU15,95,polyprotein 1ab,2017-04
QCO76962,Porcine deltacoronavirus,GenBank,set:MK005882,MK005882,,Coronavirus HKU15,6265,replicase polyprotein,2018-03
QCO76963,Porcine deltacoronavirus,GenBank,set:MK005882,MK005882,,Coronavirus HKU15,1159,spike glycoprotein,2018-03
QCO76964,Porcine deltacoronavirus,GenBank,set:MK005882,MK005882,,Coronavirus HKU15,83,envelope protein,2018-03
QCO76965,Porcine deltacoronavirus,GenBank,set:MK005882,MK005882,,Coronavirus HKU15,217,membrane protein,2018-03
QCO76966,Porcine deltacoronavirus,GenBank,set:MK005882,MK005882,,Coronavirus HKU15,94,non-structural 6 protein,2018-03
QCO76967,Porcine deltacoronavirus,GenBank,set:MK005882,MK005882,,Coronavirus HKU15,342,non-structural N protein,2018-03
QCO76968,Porcine deltacoronavirus,GenBank,set:MK005882,MK005882,,Coronavirus HKU15,200,non-structural 7 protein,2018-03
QCI62286,Porcine deltacoronavirus,GenBank,set:MK040445,MK040445,,Coronavirus HKU15,1159,spike protein,2018
QCI62287,Porcine deltacoronavirus,GenBank,set:MK040446,MK040446,,Coronavirus HKU15,1159,spike protein,2018
QCI62288,Porcine deltacoronavirus,GenBank,set:MK040447,MK040447,,Coronavirus HKU15,1159,spike protein,2018
QCI62289,Porcine deltacoronavirus,GenBank,set:MK040448,MK040448,,Coronavirus HKU15,1159,spike protein,2018
QCI62290,Porcine deltacoronavirus,GenBank,set:MK040449,MK040449,,Coronavirus HKU15,1159,spike protein,2018
QCI62291,Porcine deltacoronavirus,GenBank,set:MK040450,MK040450,,Coronavirus HKU15,1159,spike protein,2018
QCI62292,Porcine deltacoronavirus,GenBank,set:MK040451,MK040451,,Coronavirus HKU15,1159,spike protein,2018
QCI62293,Porcine deltacoronavirus,GenBank,set:MK040452,MK040452,,Coronavirus HKU15,1159,spike protein,2018
QCI62294,Porcine deltacoronavirus,GenBank,set:MK040453,MK040453,,Coronavirus HKU15,1160,spike protein,2018
QCI62295,Porcine deltacoronavirus,GenBank,set:MK040454,MK040454,,Coronavirus HKU15,1159,spike protein,2018
QCI62296,Porcine deltacoronavirus,GenBank,set:MK040455,MK040455,,Coronavirus HKU15,1160,spike protein,2018
QBY26058,Porcine deltacoronavirus,GenBank,set:MK478380,MK478380,QRO/UI689CMPR/2017,Coronavirus HKU15,1160,spike glycoprotein,2017
QBY26059,Porcine deltacoronavirus,GenBank,set:MK478381,MK478381,YUC/UICMPR/2015,Coronavirus HKU15,1160,spike glycoprotein,2015
QBY26060,Porcine deltacoronavirus,GenBank,set:MK478382,MK478382,EDOMEX/UI202CMPR/2017,Coronavirus HKU15,1160,spike glycoprotein,2017
QBY26061,Porcine deltacoronavirus,GenBank,set:MK478383,MK478383,MEXICO/OAX/UI1253CMPR/2017,Coronavirus HKU15,1160,spike glycoprotein,2017
QAA06990,Porcine deltacoronavirus,GenBank,set:MK248485,MK248485,,Coronavirus HKU15,1159,S protein,2018-06-13
AZL30771,Porcine deltacoronavirus Sichuan,GenBank,set:MG897688,MG897688,SCNC201707,Coronavirus HKU15,342,N protein,2017-08
AZL30780,Porcine deltacoronavirus Sichuan,GenBank,set:MH051845,MH051845,SCNC201705,Coronavirus HKU15,1159,spike protein,2017-06
AYU65233,Porcine deltacoronavirus,GenBank,set:MH715491,MH715491,,Coronavirus HKU15,1159,spike protein,2016
AYU65234,Porcine deltacoronavirus,GenBank,set:MH715491,MH715491,,Coronavirus HKU15,217,membrane protein,2016
AYU65235,Porcine deltacoronavirus,GenBank,set:MH715491,MH715491,,Coronavirus HKU15,83,envelope protein,2016
AYU65236,Porcine deltacoronavirus,GenBank,set:MH715491,MH715491,,Coronavirus HKU15,94,non-structural protein 6,2016
AYU65237,Porcine deltacoronavirus,GenBank,set:MH715491,MH715491,,Coronavirus HKU15,3626,ORF1a protein,2016
AYU65238,Porcine deltacoronavirus,GenBank,set:MH715491,MH715491,,Coronavirus HKU15,342,nucleocapsid protein,2016
AYU65239,Porcine deltacoronavirus,GenBank,set:MH715491,MH715491,,Coronavirus HKU15,200,non-structural protein 7,2016
AYP31076,Porcine deltacoronavirus,GenBank,set:MG832584,MG832584,CHN-HN-1601,Coronavirus HKU15,342,nucleocapsid protein,2016-07
AYP31077,Porcine deltacoronavirus,GenBank,set:MG832584,MG832584,CHN-HN-1601,Coronavirus HKU15,6267,replicase protein,2016-07
AYP31078,Porcine deltacoronavirus,GenBank,set:MG832584,MG832584,CHN-HN-1601,Coronavirus HKU15,1159,spike protein,2016-07
AYP31079,Porcine deltacoronavirus,GenBank,set:MG832584,MG832584,CHN-HN-1601,Coronavirus HKU15,83,envelope protein,2016-07
AYP31080,Porcine deltacoronavirus,GenBank,set:MG832584,MG832584,CHN-HN-1601,Coronavirus HKU15,217,membrane protein,2016-07
AYP31081,Porcine deltacoronavirus,GenBank,set:MG832584,MG832584,CHN-HN-1601,Coronavirus HKU15,200,NS7 protein,2016-07
AYP31082,Porcine deltacoronavirus,GenBank,set:MG832584,MG832584,CHN-HN-1601,Coronavirus HKU15,94,NS6 protein,2016-07
AXP32215,Porcine deltacoronavirus,GenBank,set:MH708123,MH708123,,Coronavirus HKU15,3626,replicase polyprotein,2018-03-20
AXP32216,Porcine deltacoronavirus,GenBank,set:MH708123,MH708123,,Coronavirus HKU15,1159,spike glycoprotein,2018-03-20
AXP32217,Porcine deltacoronavirus,GenBank,set:MH708123,MH708123,,Coronavirus HKU15,83,envelope protein,2018-03-20
AXP32218,Porcine deltacoronavirus,GenBank,set:MH708123,MH708123,,Coronavirus HKU15,217,membrane protein,2018-03-20
AXP32219,Porcine deltacoronavirus,GenBank,set:MH708123,MH708123,,Coronavirus HKU15,94,non-structural protein 6,2018-03-20
AXP32220,Porcine deltacoronavirus,GenBank,set:MH708123,MH708123,,Coronavirus HKU15,342,nucleocapsid protein,2018-03-20
AXP32221,Porcine deltacoronavirus,GenBank,set:MH708123,MH708123,,Coronavirus HKU15,200,non-structural protein 7,2018-03-20
AXP32222,Porcine deltacoronavirus,GenBank,set:MH708124,MH708124,,Coronavirus HKU15,3626,replicase polyprotein,2018-03-20
AXP32223,Porcine deltacoronavirus,GenBank,set:MH708124,MH708124,,Coronavirus HKU15,1159,spike glycoprotein,2018-03-20
AXP32224,Porcine deltacoronavirus,GenBank,set:MH708124,MH708124,,Coronavirus HKU15,83,envelope protein,2018-03-20
AXP32225,Porcine deltacoronavirus,GenBank,set:MH708124,MH708124,,Coronavirus HKU15,217,membrane protein,2018-03-20
AXP32226,Porcine deltacoronavirus,GenBank,set:MH708124,MH708124,,Coronavirus HKU15,94,non-structural protein 6,2018-03-20
AXP32227,Porcine deltacoronavirus,GenBank,set:MH708124,MH708124,,Coronavirus HKU15,342,nucleocapsid protein,2018-03-20
AXP32228,Porcine deltacoronavirus,GenBank,set:MH708124,MH708124,,Coronavirus HKU15,200,non-structural protein 7,2018-03-20
AXP32229,Porcine deltacoronavirus,GenBank,set:MH708125,MH708125,,Coronavirus HKU15,3626,replicase polyprotein,2018-03-20
AXP32230,Porcine deltacoronavirus,GenBank,set:MH708125,MH708125,,Coronavirus HKU15,1159,spike glycoprotein,2018-03-20
AXP32231,Porcine deltacoronavirus,GenBank,set:MH708125,MH708125,,Coronavirus HKU15,83,envelope protein,2018-03-20
AXP32232,Porcine deltacoronavirus,GenBank,set:MH708125,MH708125,,Coronavirus HKU15,217,membrane protein,2018-03-20
AXP32233,Porcine deltacoronavirus,GenBank,set:MH708125,MH708125,,Coronavirus HKU15,94,non-structural protein 6,2018-03-20
AXP32234,Porcine deltacoronavirus,GenBank,set:MH708125,MH708125,,Coronavirus HKU15,342,nucleocapsid protein,2018-03-20
AXP32235,Porcine deltacoronavirus,GenBank,set:MH708125,MH708125,,Coronavirus HKU15,200,non-structural protein 7,2018-03-20
ASK86340,Porcine deltacoronavirus,GenBank,set:KY293678,KY293678,CH/JXJGS02/2016,Coronavirus HKU15,6267,polyprotein 1ab,2016-05-23
ASK86341,Porcine deltacoronavirus,GenBank,set:KY293678,KY293678,CH/JXJGS02/2016,Coronavirus HKU15,1159,spike glyprotein,2016-05-23
ASK86342,Porcine deltacoronavirus,GenBank,set:KY293678,KY293678,CH/JXJGS02/2016,Coronavirus HKU15,83,envelope protein,2016-05-23
ASK86343,Porcine deltacoronavirus,GenBank,set:KY293678,KY293678,CH/JXJGS02/2016,Coronavirus HKU15,217,membrane protein,2016-05-23
ASK86344,Porcine deltacoronavirus,GenBank,set:KY293678,KY293678,CH/JXJGS02/2016,Coronavirus HKU15,94,NS6 protein,2016-05-23
ASK86345,Porcine deltacoronavirus,GenBank,set:KY293678,KY293678,CH/JXJGS02/2016,Coronavirus HKU15,342,nucleocapsid protein,2016-05-23
ASK86346,Porcine deltacoronavirus,GenBank,set:KY293678,KY293678,CH/JXJGS02/2016,Coronavirus HKU15,200,NS7 protein,2016-05-23
AWV96559,Porcine deltacoronavirus,GenBank,set:MF642322,MF642322,,Coronavirus HKU15,1160,spike glycoprotein,2016-08
AWV96560,Porcine deltacoronavirus,GenBank,set:MF642322,MF642322,,Coronavirus HKU15,83,envelope protein,2016-08
AWV96561,Porcine deltacoronavirus,GenBank,set:MF642322,MF642322,,Coronavirus HKU15,217,membrane protein,2016-08
AWV96562,Porcine deltacoronavirus,GenBank,set:MF642322,MF642322,,Coronavirus HKU15,200,NS7 protein,2016-08
AWV96563,Porcine deltacoronavirus,GenBank,set:MF642322,MF642322,,Coronavirus HKU15,342,nucleocapsid protein,2016-08
AWV96564,Porcine deltacoronavirus,GenBank,set:MF642322,MF642322,,Coronavirus HKU15,94,NS6 protein,2016-08
AWV96565,Porcine deltacoronavirus,GenBank,set:MF642322,MF642322,,Coronavirus HKU15,6267,replicase polyprotein,2016-08
AWV96566,Porcine deltacoronavirus,GenBank,set:MF642323,MF642323,,Coronavirus HKU15,1160,spike glycoprotein,2016-08
AWV96567,Porcine deltacoronavirus,GenBank,set:MF642323,MF642323,,Coronavirus HKU15,83,envelope protein,2016-08
AWV96568,Porcine deltacoronavirus,GenBank,set:MF642323,MF642323,,Coronavirus HKU15,217,membrane protein,2016-08
AWV96569,Porcine deltacoronavirus,GenBank,set:MF642323,MF642323,,Coronavirus HKU15,200,NS7 protein,2016-08
AWV96570,Porcine deltacoronavirus,GenBank,set:MF642323,MF642323,,Coronavirus HKU15,342,nucleocapsid protein,2016-08
AWV96571,Porcine deltacoronavirus,GenBank,set:MF642323,MF642323,,Coronavirus HKU15,94,NS6 protein,2016-08
AWV96572,Porcine deltacoronavirus,GenBank,set:MF642323,MF642323,,Coronavirus HKU15,6267,replicase polyprotein,2016-08
AWV96573,Porcine deltacoronavirus,GenBank,set:MF642324,MF642324,,Coronavirus HKU15,1160,spike glycoprotein,2017-04
AWV96574,Porcine deltacoronavirus,GenBank,set:MF642324,MF642324,,Coronavirus HKU15,83,envelope protein,2017-04
AWV96575,Porcine deltacoronavirus,GenBank,set:MF642324,MF642324,,Coronavirus HKU15,217,membrane protein,2017-04
AWV96576,Porcine deltacoronavirus,GenBank,set:MF642324,MF642324,,Coronavirus HKU15,200,NS7 protein,2017-04
AWV96577,Porcine deltacoronavirus,GenBank,set:MF642324,MF642324,,Coronavirus HKU15,342,nucleocapsid protein,2017-04
AWV96578,Porcine deltacoronavirus,GenBank,set:MF642324,MF642324,,Coronavirus HKU15,94,NS6 protein,2017-04
AWV96579,Porcine deltacoronavirus,GenBank,set:MF642324,MF642324,,Coronavirus HKU15,6267,replicase polyprotein,2017-04
AWV96580,Porcine deltacoronavirus,GenBank,set:MF642325,MF642325,,Coronavirus HKU15,1160,spike glycoprotein,2017-03
AWV96581,Porcine deltacoronavirus,GenBank,set:MF642325,MF642325,,Coronavirus HKU15,83,envelope protein,2017-03
AWV96582,Porcine deltacoronavirus,GenBank,set:MF642325,MF642325,,Coronavirus HKU15,217,membrane protein,2017-03
AWV96583,Porcine deltacoronavirus,GenBank,set:MF642325,MF642325,,Coronavirus HKU15,200,NS7 protein,2017-03
AWV96584,Porcine deltacoronavirus,GenBank,set:MF642325,MF642325,,Coronavirus HKU15,342,nucleocapsid protein,2017-03
AWV96585,Porcine deltacoronavirus,GenBank,set:MF642325,MF642325,,Coronavirus HKU15,94,NS6 protein,2017-03
AWV96586,Porcine deltacoronavirus,GenBank,set:MF642325,MF642325,,Coronavirus HKU15,6267,replicase polyprotein,2017-03
AWO67514,Porcine deltacoronavirus,GenBank,set:MF461406,MF461406,,Coronavirus HKU15,1159,spike protein,2017-03-01
AWO67515,Porcine deltacoronavirus,GenBank,set:MF461407,MF461407,,Coronavirus HKU15,1159,spike protein,2017-01-01
AWO67516,Porcine deltacoronavirus,GenBank,set:MF461408,MF461408,,Coronavirus HKU15,1159,spike protein,2017-02-01
AWO67517,Porcine deltacoronavirus,GenBank,set:MF461409,MF461409,,Coronavirus HKU15,1159,spike protein,2017-02-01
AWO67518,Porcine deltacoronavirus,GenBank,set:MF461410,MF461410,,Coronavirus HKU15,1159,spike protein,2017-01-01
AWO67519,Porcine deltacoronavirus,GenBank,set:MF461411,MF461411,,Coronavirus HKU15,1159,spike protein,2017-02-01
AWO67520,Porcine deltacoronavirus,GenBank,set:MF461412,MF461412,,Coronavirus HKU15,1159,spike protein,2017-01-02
AWG96864,Porcine deltacoronavirus,GenBank,set:MG837130,MG837130,KNU16-07-P5,Coronavirus HKU15,6267,polyprotein,2016-11
AWG96865,Porcine deltacoronavirus,GenBank,set:MG837130,MG837130,KNU16-07-P5,Coronavirus HKU15,1160,spike protein,2016-11
AWG96866,Porcine deltacoronavirus,GenBank,set:MG837130,MG837130,KNU16-07-P5,Coronavirus HKU15,83,envelope protein,2016-11
AWG96867,Porcine deltacoronavirus,GenBank,set:MG837130,MG837130,KNU16-07-P5,Coronavirus HKU15,217,membrane protein,2016-11
AWG96868,Porcine deltacoronavirus,GenBank,set:MG837130,MG837130,KNU16-07-P5,Coronavirus HKU15,94,nonstructural protein,2016-11
AWG96869,Porcine deltacoronavirus,GenBank,set:MG837130,MG837130,KNU16-07-P5,Coronavirus HKU15,342,nucleocapsid protein,2016-11
AWG96870,Porcine deltacoronavirus,GenBank,set:MG837130,MG837130,KNU16-07-P5,Coronavirus HKU15,200,nonstructural protein,2016-11
AWG96871,Porcine deltacoronavirus,GenBank,set:MG837131,MG837131,KNU16-07-P10,Coronavirus HKU15,6267,polyprotein,2016-11
AWG96872,Porcine deltacoronavirus,GenBank,set:MG837131,MG837131,KNU16-07-P10,Coronavirus HKU15,1160,spike protein,2016-11
AWG96873,Porcine deltacoronavirus,GenBank,set:MG837131,MG837131,KNU16-07-P10,Coronavirus HKU15,83,envelope protein,2016-11
AWG96874,Porcine deltacoronavirus,GenBank,set:MG837131,MG837131,KNU16-07-P10,Coronavirus HKU15,217,membrane protein,2016-11
AWG96875,Porcine deltacoronavirus,GenBank,set:MG837131,MG837131,KNU16-07-P10,Coronavirus HKU15,94,nonstructural protein,2016-11
AWG96876,Porcine deltacoronavirus,GenBank,set:MG837131,MG837131,KNU16-07-P10,Coronavirus HKU15,342,nucleocapsid protein,2016-11
AWG96877,Porcine deltacoronavirus,GenBank,set:MG837131,MG837131,KNU16-07-P10,Coronavirus HKU15,200,nonstructural protein,2016-11
AWG96878,Porcine deltacoronavirus,GenBank,set:MG837132,MG837132,KNU16-07-P20,Coronavirus HKU15,1160,spike protein,2016-11
