Accession,GenBank_RefSeq,Nucleotide,Assembly,Protein,Organism_Name,Isolate,Length,Collection_Date
UDP24629,GenBank,OK073085,,membrane glycoprotein,Human coronavirus HKU1,,223,2015
UDP24630,GenBank,OK073085,,nucleocapsid phosphoprotein,Human coronavirus HKU1,,441,2015
UDP24631,GenBank,OK073086,,ORF1ab polyprotein,Human coronavirus HKU1,,7181,2015
UDP24632,GenBank,OK073086,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,,385,2015
UDP24633,GenBank,OK073086,,spike glycoprotein,Human coronavirus HKU1,,1352,2015
UDP24634,GenBank,OK073086,,non-structural protein,Human coronavirus HKU1,,109,2015
UDP24635,GenBank,OK073086,,small membrane protein,Human coronavirus HKU1,,82,2015
UDP24636,GenBank,OK073086,,membrane glycoprotein,Human coronavirus HKU1,,223,2015
UDP24637,GenBank,OK073086,,nucleocapsid phosphoprotein,Human coronavirus HKU1,,441,2015
UTM74100,GenBank,ON729317,,replicase polyprotein 1ab,Human coronavirus HKU1,,7154,2017
UTM74101,GenBank,ON729317,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,,385,2017
UTM74102,GenBank,ON729317,,spike protein,Human coronavirus HKU1,,1351,2017
UTM74103,GenBank,ON729317,,hypothetical protein,Human coronavirus HKU1,,109,2017
UTM74104,GenBank,ON729317,,small membrane protein,Human coronavirus HKU1,,82,2017
UTM74105,GenBank,ON729317,,membrane glycoprotein,Human coronavirus HKU1,,223,2017
UTM74106,GenBank,ON729317,,nucleocapsid phosphoprotein,Human coronavirus HKU1,,441,2017
UTM74107,GenBank,ON729317,,ORF8,Human coronavirus HKU1,,205,2017
URC18211,GenBank,MT832129,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PMH00853,96,2018
URC18214,GenBank,MT832132,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PMH01180,96,2018
URC18217,GenBank,MT832135,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PMH01350,96,2018
URC18218,GenBank,MT832136,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PMH01018,130,2018
URC18219,GenBank,MT832137,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PMH01374,130,2018
URC18220,GenBank,MT832138,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PMH01417,128,2018
URC18221,GenBank,MT832139,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PMH01495,128,2018
URC19856,GenBank,MT082140,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PREDICT_RWAH0245,128,2017-01-12
URC19857,GenBank,MT082141,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PREDICT_RWAH0246,130,2017-01-13
URC20364,GenBank,MT082650,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PREDICT_KHAH0969,130,2018-03-07
URC20366,GenBank,MT082652,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PREDICT_KHAR7080,130,2017-11-10
URC20717,GenBank,MT083372,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PREDICT_BDAH0486,130,2018-03-27
URC20718,GenBank,MT083373,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PREDICT_BDAH0487,130,2018-03-27
URC20720,GenBank,MT083375,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PREDICT_BDAH0519,130,2018-04-02
URC20722,GenBank,MT083377,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PREDICT_BDAH0554,130,2018-04-07
URC20874,GenBank,MT083530,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PREDICT_THAH17244,118,2017-04-11
URC25126,GenBank,ON128609,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,BCH18024,386,2018-05-29
URC25127,GenBank,ON128609,,spike glycoprotein,Human coronavirus HKU1,BCH18024,1356,2018-05-29
URC25128,GenBank,ON128609,,nonstructural protein 4,Human coronavirus HKU1,BCH18024,109,2018-05-29
URC25129,GenBank,ON128609,,envelope protein,Human coronavirus HKU1,BCH18024,82,2018-05-29
URC25130,GenBank,ON128609,,membrane glycoprotein,Human coronavirus HKU1,BCH18024,223,2018-05-29
URC25131,GenBank,ON128609,,nucleocapsid protein,Human coronavirus HKU1,BCH18024,441,2018-05-29
URC25132,GenBank,ON128609,,I protein,Human coronavirus HKU1,BCH18024,205,2018-05-29
URC25133,GenBank,ON128609,,orf1ab polyprotein,Human coronavirus HKU1,BCH18024,7121,2018-05-29
URC25134,GenBank,ON128610,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,GY18102,386,2018-06-05
URC25135,GenBank,ON128610,,spike glycoprotein,Human coronavirus HKU1,GY18102,1356,2018-06-05
URC25136,GenBank,ON128610,,nonstructural protein 4,Human coronavirus HKU1,GY18102,109,2018-06-05
URC25137,GenBank,ON128610,,envelope protein,Human coronavirus HKU1,GY18102,82,2018-06-05
URC25138,GenBank,ON128610,,membrane glycoprotein,Human coronavirus HKU1,GY18102,223,2018-06-05
URC25139,GenBank,ON128610,,nucleocapsid protein,Human coronavirus HKU1,GY18102,441,2018-06-05
URC25140,GenBank,ON128610,,I protein,Human coronavirus HKU1,GY18102,205,2018-06-05
URC25141,GenBank,ON128610,,orf1ab polyprotein,Human coronavirus HKU1,GY18102,7121,2018-06-05
URC25142,GenBank,ON128611,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,WZ17198,386,2018-05-26
URC25143,GenBank,ON128611,,spike glycoprotein,Human coronavirus HKU1,WZ17198,1356,2018-05-26
URC25144,GenBank,ON128611,,nonstructural protein 4,Human coronavirus HKU1,WZ17198,109,2018-05-26
URC25145,GenBank,ON128611,,envelope protein,Human coronavirus HKU1,WZ17198,82,2018-05-26
URC25146,GenBank,ON128611,,membrane glycoprotein,Human coronavirus HKU1,WZ17198,223,2018-05-26
URC25147,GenBank,ON128611,,nucleocapsid protein,Human coronavirus HKU1,WZ17198,441,2018-05-26
URC25148,GenBank,ON128611,,I protein,Human coronavirus HKU1,WZ17198,205,2018-05-26
URC25149,GenBank,ON128611,,orf1ab polyprotein,Human coronavirus HKU1,WZ17198,7121,2018-05-26
URC25150,GenBank,ON128612,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,WZ17244,386,2018-10-30
URC25151,GenBank,ON128612,,spike glycoprotein,Human coronavirus HKU1,WZ17244,1356,2018-10-30
URC25152,GenBank,ON128612,,nonstructural protein 4,Human coronavirus HKU1,WZ17244,109,2018-10-30
URC25153,GenBank,ON128612,,envelope protein,Human coronavirus HKU1,WZ17244,82,2018-10-30
URC25154,GenBank,ON128612,,membrane glycoprotein,Human coronavirus HKU1,WZ17244,223,2018-10-30
URC25155,GenBank,ON128612,,nucleocapsid protein,Human coronavirus HKU1,WZ17244,441,2018-10-30
URC25156,GenBank,ON128612,,I protein,Human coronavirus HKU1,WZ17244,205,2018-10-30
URC25157,GenBank,ON128612,,orf1ab polyprotein,Human coronavirus HKU1,WZ17244,7121,2018-10-30
URC25158,GenBank,ON128613,,orf1ab polyprotein,Human coronavirus HKU1,GZFE18139,7181,2018-09-30
URC25159,GenBank,ON128613,,orf1a,Human coronavirus HKU1,GZFE18139,4470,2018-09-30
URC25160,GenBank,ON128613,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,GZFE18139,385,2018-09-30
URC25161,GenBank,ON128613,,spike glycoprotein,Human coronavirus HKU1,GZFE18139,1351,2018-09-30
URC25162,GenBank,ON128613,,nonstructural protein 4,Human coronavirus HKU1,GZFE18139,109,2018-09-30
URC25163,GenBank,ON128613,,envelope protein,Human coronavirus HKU1,GZFE18139,82,2018-09-30
URC25164,GenBank,ON128613,,membrane glycoprotein,Human coronavirus HKU1,GZFE18139,223,2018-09-30
URC25165,GenBank,ON128613,,nucleocapsid protein,Human coronavirus HKU1,GZFE18139,441,2018-09-30
URC25166,GenBank,ON128613,,I protein,Human coronavirus HKU1,GZFE18139,205,2018-09-30
URC25167,GenBank,ON128614,,orf1ab polyprotein,Human coronavirus HKU1,GZFE18147,7181,2018-10-18
URC25168,GenBank,ON128614,,orf1a,Human coronavirus HKU1,GZFE18147,4470,2018-10-18
URC25169,GenBank,ON128614,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,GZFE18147,385,2018-10-18
URC25170,GenBank,ON128614,,spike glycoprotein,Human coronavirus HKU1,GZFE18147,1352,2018-10-18
URC25171,GenBank,ON128614,,nonstructural protein 4,Human coronavirus HKU1,GZFE18147,109,2018-10-18
URC25172,GenBank,ON128614,,envelope protein,Human coronavirus HKU1,GZFE18147,82,2018-10-18
URC25173,GenBank,ON128614,,membrane glycoprotein,Human coronavirus HKU1,GZFE18147,223,2018-10-18
URC25174,GenBank,ON128614,,nucleocapsid protein,Human coronavirus HKU1,GZFE18147,441,2018-10-18
URC25175,GenBank,ON128614,,I protein,Human coronavirus HKU1,GZFE18147,205,2018-10-18
URC25176,GenBank,ON128615,,orf1ab polyprotein,Human coronavirus HKU1,GZFE18183,7181,2018-12-11
URC25177,GenBank,ON128615,,orf1a,Human coronavirus HKU1,GZFE18183,4470,2018-12-11
URC25178,GenBank,ON128615,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,GZFE18183,385,2018-12-11
URC25179,GenBank,ON128615,,spike glycoprotein,Human coronavirus HKU1,GZFE18183,1352,2018-12-11
URC25180,GenBank,ON128615,,nonstructural protein 4,Human coronavirus HKU1,GZFE18183,109,2018-12-11
URC25181,GenBank,ON128615,,envelope protein,Human coronavirus HKU1,GZFE18183,82,2018-12-11
URC25182,GenBank,ON128615,,membrane glycoprotein,Human coronavirus HKU1,GZFE18183,223,2018-12-11
URC25183,GenBank,ON128615,,nucleocapsid protein,Human coronavirus HKU1,GZFE18183,441,2018-12-11
URC25184,GenBank,ON128615,,I protein,Human coronavirus HKU1,GZFE18183,205,2018-12-11
URC25185,GenBank,ON128616,,orf1ab polyprotein,Human coronavirus HKU1,GZFE18186,7181,2018-12-14
URC25186,GenBank,ON128616,,orf1a,Human coronavirus HKU1,GZFE18186,4470,2018-12-14
URC25187,GenBank,ON128616,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,GZFE18186,385,2018-12-14
URC25188,GenBank,ON128616,,spike glycoprotein,Human coronavirus HKU1,GZFE18186,1351,2018-12-14
URC25189,GenBank,ON128616,,nonstructural protein 4,Human coronavirus HKU1,GZFE18186,109,2018-12-14
URC25190,GenBank,ON128616,,envelope protein,Human coronavirus HKU1,GZFE18186,82,2018-12-14
URC25191,GenBank,ON128616,,membrane glycoprotein,Human coronavirus HKU1,GZFE18186,223,2018-12-14
URC25192,GenBank,ON128616,,nucleocapsid protein,Human coronavirus HKU1,GZFE18186,441,2018-12-14
URC25193,GenBank,ON128616,,I protein,Human coronavirus HKU1,GZFE18186,205,2018-12-14
BCF74528,GenBank,LC543623,,nucleocapsid protein,Human coronavirus HKU1,,438,2013-03-11
BCF74529,GenBank,LC543624,,nucleocapsid protein,Human coronavirus HKU1,,438,2013-04-11
BCF74530,GenBank,LC543625,,nucleocapsid protein,Human coronavirus HKU1,,438,2013-01-14
BCF74531,GenBank,LC543626,,spike glycoprotein,Human coronavirus HKU1,,447,2013-04-11
BDG58101,GenBank,LC687393,,orf1ab polyprotein,Human coronavirus HKU1,Fukushima_H519_2019,7051,2019
BDG58102,GenBank,LC687393,,orf1a polyprotein,Human coronavirus HKU1,Fukushima_H519_2019,4340,2019
BDG58103,GenBank,LC687393,,hemagglutinin-esterase protein,Human coronavirus HKU1,Fukushima_H519_2019,386,2019
BDG58104,GenBank,LC687393,,spike protein,Human coronavirus HKU1,Fukushima_H519_2019,1356,2019
BDG58105,GenBank,LC687393,,non-structural protein 4,Human coronavirus HKU1,Fukushima_H519_2019,109,2019
BDG58106,GenBank,LC687393,,envelope protein,Human coronavirus HKU1,Fukushima_H519_2019,82,2019
BDG58107,GenBank,LC687393,,membrane protein,Human coronavirus HKU1,Fukushima_H519_2019,223,2019
BDG58108,GenBank,LC687393,,nucleocapsid protein,Human coronavirus HKU1,Fukushima_H519_2019,441,2019
BDG58109,GenBank,LC687393,,orf8 protein,Human coronavirus HKU1,Fukushima_H519_2019,205,2019
UJY53965,GenBank,OL770285,,ORF1ab polyprotein,Human coronavirus HKU1,HCoV-HKU1/17-26617/WA/AU/2019,7181,2019
UJY53966,GenBank,OL770285,,ORF1a polyprotein,Human coronavirus HKU1,HCoV-HKU1/17-26617/WA/AU/2019,4470,2019
UJY53967,GenBank,OL770285,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,HCoV-HKU1/17-26617/WA/AU/2019,385,2019
UJY53968,GenBank,OL770285,,spike glycoprotein,Human coronavirus HKU1,HCoV-HKU1/17-26617/WA/AU/2019,1353,2019
UJY53969,GenBank,OL770285,,nonstructural protein,Human coronavirus HKU1,HCoV-HKU1/17-26617/WA/AU/2019,109,2019
UJY53970,GenBank,OL770285,,small membrane protein,Human coronavirus HKU1,HCoV-HKU1/17-26617/WA/AU/2019,82,2019
UJY53971,GenBank,OL770285,,membrane glycoprotein,Human coronavirus HKU1,HCoV-HKU1/17-26617/WA/AU/2019,223,2019
UJY53972,GenBank,OL770285,,nucleocapsid phosphoprotein,Human coronavirus HKU1,HCoV-HKU1/17-26617/WA/AU/2019,441,2019
UJY53973,GenBank,OL770285,,nucleocapsid phosphoprotein 2,Human coronavirus HKU1,HCoV-HKU1/17-26617/WA/AU/2019,205,2019
UJY53974,GenBank,OL770286,,ORF1ab polyprotein,Human coronavirus HKU1,HCoV-HKU1/17-26618/WA/AU/2019,7181,2019
UJY53975,GenBank,OL770286,,ORF1a polyprotein,Human coronavirus HKU1,HCoV-HKU1/17-26618/WA/AU/2019,4470,2019
UJY53976,GenBank,OL770286,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,HCoV-HKU1/17-26618/WA/AU/2019,385,2019
UJY53977,GenBank,OL770286,,spike glycoprotein,Human coronavirus HKU1,HCoV-HKU1/17-26618/WA/AU/2019,1353,2019
UJY53978,GenBank,OL770286,,nonstructural protein,Human coronavirus HKU1,HCoV-HKU1/17-26618/WA/AU/2019,109,2019
UJY53979,GenBank,OL770286,,small membrane protein,Human coronavirus HKU1,HCoV-HKU1/17-26618/WA/AU/2019,82,2019
UJY53980,GenBank,OL770286,,membrane glycoprotein,Human coronavirus HKU1,HCoV-HKU1/17-26618/WA/AU/2019,223,2019
UJY53981,GenBank,OL770286,,nucleocapsid phosphoprotein,Human coronavirus HKU1,HCoV-HKU1/17-26618/WA/AU/2019,441,2019
UJY53982,GenBank,OL770286,,nucleocapsid phosphoprotein 2,Human coronavirus HKU1,HCoV-HKU1/17-26618/WA/AU/2019,205,2019
UJE38521,GenBank,MW021163,,RNA-dependent RNA polymerase,Human coronavirus HKU1,S11,191,2018
UJH59885,GenBank,MW587043,,ORF1ab polyprotein,Human coronavirus HKU1,S0700TRZ,7173,2017-12
UJH59886,GenBank,MW587043,,ORF1a polyprotein,Human coronavirus HKU1,S0700TRZ,4462,2017-12
UJH59887,GenBank,MW587043,,hemagglutinin-esterase,Human coronavirus HKU1,S0700TRZ,188,2017-12
UJH59888,GenBank,MW587043,,surface glycoprotein,Human coronavirus HKU1,S0700TRZ,1356,2017-12
UJH59889,GenBank,MW587043,,nonstructural protein,Human coronavirus HKU1,S0700TRZ,109,2017-12
UJH59890,GenBank,MW587043,,envelope protein,Human coronavirus HKU1,S0700TRZ,82,2017-12
UJH59891,GenBank,MW587043,,membrane protein,Human coronavirus HKU1,S0700TRZ,223,2017-12
UJH59892,GenBank,MW587043,,nucleocapsid phosphoprotein,Human coronavirus HKU1,S0700TRZ,441,2017-12
UJH59893,GenBank,MW587043,,nucleocapsid phosphoprotein 2,Human coronavirus HKU1,S0700TRZ,205,2017-12
UFQ90018,GenBank,OL679306,,RNA-dependent RNA polymerase,Human coronavirus HKU1,Iran-AH2410/Beta,193,2021-09-15
BDB58094,GenBank,LC654447,,ORF 1ab,Human coronavirus HKU1,Fukushima_H815_2020,7181,2020
BDB58095,GenBank,LC654447,,orf 1a,Human coronavirus HKU1,Fukushima_H815_2020,4470,2020
BDB58096,GenBank,LC654447,,hemagglutinin-esterase protein,Human coronavirus HKU1,Fukushima_H815_2020,385,2020
BDB58097,GenBank,LC654447,,spike protein,Human coronavirus HKU1,Fukushima_H815_2020,1351,2020
BDB58098,GenBank,LC654447,,non-structural protein 4,Human coronavirus HKU1,Fukushima_H815_2020,109,2020
BDB58099,GenBank,LC654447,,envelope protein,Human coronavirus HKU1,Fukushima_H815_2020,82,2020
BDB58100,GenBank,LC654447,,membrane protein,Human coronavirus HKU1,Fukushima_H815_2020,223,2020
BDB58101,GenBank,LC654447,,nucleocapsid protein,Human coronavirus HKU1,Fukushima_H815_2020,441,2020
BDB58102,GenBank,LC654447,,orf 8,Human coronavirus HKU1,Fukushima_H815_2020,205,2020
BDB58103,GenBank,LC654448,,orf 1ab,Human coronavirus HKU1,Fukushima_H821_2020,7181,2020
BDB58104,GenBank,LC654448,,orf 1a,Human coronavirus HKU1,Fukushima_H821_2020,4470,2020
BDB58105,GenBank,LC654448,,hemagglutinin-esterase protein,Human coronavirus HKU1,Fukushima_H821_2020,385,2020
BDB58106,GenBank,LC654448,,spike protein,Human coronavirus HKU1,Fukushima_H821_2020,1351,2020
BDB58107,GenBank,LC654448,,non-structural protein 4,Human coronavirus HKU1,Fukushima_H821_2020,109,2020
BDB58108,GenBank,LC654448,,envelope protein,Human coronavirus HKU1,Fukushima_H821_2020,82,2020
BDB58109,GenBank,LC654448,,membrane protein,Human coronavirus HKU1,Fukushima_H821_2020,223,2020
BDB58110,GenBank,LC654448,,nucleocapsid protein,Human coronavirus HKU1,Fukushima_H821_2020,441,2020
BDB58111,GenBank,LC654448,,orf 8,Human coronavirus HKU1,Fukushima_H821_2020,205,2020
BDB58112,GenBank,LC654449,,orf 1ab,Human coronavirus HKU1,Fukushima_O943_2020,7181,2020
BDB58113,GenBank,LC654449,,orf 1a,Human coronavirus HKU1,Fukushima_O943_2020,4470,2020
BDB58114,GenBank,LC654449,,hemagglutinin-esterase protein,Human coronavirus HKU1,Fukushima_O943_2020,385,2020
BDB58115,GenBank,LC654449,,spike protein,Human coronavirus HKU1,Fukushima_O943_2020,1351,2020
BDB58116,GenBank,LC654449,,non-structural protein 4,Human coronavirus HKU1,Fukushima_O943_2020,109,2020
BDB58117,GenBank,LC654449,,envelope protein,Human coronavirus HKU1,Fukushima_O943_2020,82,2020
BDB58118,GenBank,LC654449,,membrane protein,Human coronavirus HKU1,Fukushima_O943_2020,223,2020
BDB58119,GenBank,LC654449,,nucleocapsid protein,Human coronavirus HKU1,Fukushima_O943_2020,441,2020
BDB58120,GenBank,LC654449,,orf 8,Human coronavirus HKU1,Fukushima_O943_2020,205,2020
BDB46528,GenBank,LC315650,set:LC315650,orf1ab polyprotein,Human coronavirus HKU1,Tokyo/SGH-15/2014,7141,2014
BDB46529,GenBank,LC315650,set:LC315650,orf1a polyprotein,Human coronavirus HKU1,Tokyo/SGH-15/2014,4430,2014
BDB46530,GenBank,LC315650,set:LC315650,hemagglutinin-esterase protein,Human coronavirus HKU1,Tokyo/SGH-15/2014,386,2014
BDB46531,GenBank,LC315650,set:LC315650,non-structural protein 4,Human coronavirus HKU1,Tokyo/SGH-15/2014,109,2014
BDB46532,GenBank,LC315650,set:LC315650,nucleocapsid protein,Human coronavirus HKU1,Tokyo/SGH-15/2014,441,2014
BDB46533,GenBank,LC315650,set:LC315650,orf8 protein,Human coronavirus HKU1,Tokyo/SGH-15/2014,205,2014
BDB46534,GenBank,LC315651,set:LC315651,orf1ab polyprotein,Human coronavirus HKU1,Tokyo/SGH-18/2016,7181,2016
BDB46535,GenBank,LC315651,set:LC315651,orf1a polyprotein,Human coronavirus HKU1,Tokyo/SGH-18/2016,4470,2016
BDB46536,GenBank,LC315651,set:LC315651,hemagglutinin-esterase protein,Human coronavirus HKU1,Tokyo/SGH-18/2016,385,2016
BDB46537,GenBank,LC315651,set:LC315651,non-structural protein 4,Human coronavirus HKU1,Tokyo/SGH-18/2016,109,2016
BDB46538,GenBank,LC315651,set:LC315651,nucleocapsid protein,Human coronavirus HKU1,Tokyo/SGH-18/2016,441,2016
BDB46539,GenBank,LC315651,set:LC315651,orf8 protein,Human coronavirus HKU1,Tokyo/SGH-18/2016,205,2016
QXF78492,GenBank,MT492205,,spike protein,Human coronavirus HKU1,,290,2018
QXF78493,GenBank,MT492206,,spike protein,Human coronavirus HKU1,,290,2018
QXF78494,GenBank,MT492207,,spike protein,Human coronavirus HKU1,,290,2018
QXF78495,GenBank,MT492208,,nucleocapsid phosphoprotein,Human coronavirus HKU1,,286,2018
QXF78496,GenBank,MT492209,,nucleocapsid phosphoprotein,Human coronavirus HKU1,,286,2018
QXF78497,GenBank,MT492210,,nucleocapsid phosphoprotein,Human coronavirus HKU1,,286,2018
QXF78498,GenBank,MT492211,,nucleocapsid phosphoprotein,Human coronavirus HKU1,,286,2018
QHB49084,GenBank,MN488620,,nucleocapsid protein,Human coronavirus HKU1,,441,2006-01-26
QHB49085,GenBank,MN488621,,nucleocapsid protein,Human coronavirus HKU1,,441,2006-02-08
QHB49086,GenBank,MN488622,,nucleocapsid protein,Human coronavirus HKU1,,70,2007-11-05
QHB49087,GenBank,MN488623,,nucleocapsid protein,Human coronavirus HKU1,,161,2007-11-12
QHB49101,GenBank,MN488637,,spike protein,Human coronavirus HKU1,,1356,2006-01-26
AXT92460,GenBank,MH556923,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH092A/2007,441,2007-07-10
AXT92461,GenBank,MH556924,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH611A/2008,441,2008-03-11
AXT92462,GenBank,MH556925,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH645A/2008,441,2008-03-25
AXT92463,GenBank,MH556926,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH657A/2008,441,2008-04-04
AXT92464,GenBank,MH556927,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH675A/2008,441,2008-04-14
AXT92465,GenBank,MH556928,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH685A/2008,441,2008-04-19
AXT92466,GenBank,MH556929,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH705A/2008,441,2008-04-24
AXT92467,GenBank,MH556930,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH1335A/2009,441,2009-02-09
AXT92468,GenBank,MH556931,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH1407A/2009,441,2009-03-03
AXT92469,GenBank,MH556932,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH1409A/2009,441,2009-03-05
AXT92470,GenBank,MH556933,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH1575A/2009,441,2009-07-13
AXT92471,GenBank,MH556934,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH4315A/2014,441,2014-10-31
AXT92472,GenBank,MH556935,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH4446A/2015,441,2015-06-02
AXT92473,GenBank,MH556936,,nucleocapsid phosphoprotein,Human coronavirus HKU1,PUMCH1946/2006,441,2006-03-28
AXT92474,GenBank,MH556937,,nucleocapsid phosphoprotein,Human coronavirus HKU1,PUMCH2410/2006,441,2006-05-22
AXT92475,GenBank,MH556938,,nucleocapsid phosphoprotein,Human coronavirus HKU1,PUMCH2833/2006,441,2006-07-19
AXT92476,GenBank,MH556939,,nucleocapsid phosphoprotein,Human coronavirus HKU1,PUMCH2970/2006,441,2006-07-29
AXT92477,GenBank,MH556940,,nucleocapsid phosphoprotein,Human coronavirus HKU1,PUMCH3340/2006,441,2006-09-01
AXT92478,GenBank,MH556941,,nucleocapsid phosphoprotein,Human coronavirus HKU1,HB14037d3/2014,441,2014-07-20
AXT92479,GenBank,MH556942,,nucleocapsid phosphoprotein,Human coronavirus HKU1,HB14053d7/2014,441,2014-07-29
AXT92480,GenBank,MH556943,,nucleocapsid phosphoprotein,Human coronavirus HKU1,CD16177d3/2016,441,2016-05-30
AXT92481,GenBank,MH556944,,nucleocapsid phosphoprotein,Human coronavirus HKU1,SZ15003d1/2015,441,2015-01-14
AXT92482,GenBank,MH556945,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH3678A/2013,441,2013-08-16
AXT92483,GenBank,MH556946,,nucleocapsid phosphoprotein,Human coronavirus HKU1,PUMCH4949/2007,441,2007-03-22
AXT92484,GenBank,MH556947,,nucleocapsid phosphoprotein,Human coronavirus HKU1,PUMCH12719/2012,441,2012-06-05
AXT92485,GenBank,MH556948,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH1905A/2010,441,2010-03-16
AXT92486,GenBank,MH556949,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH1892A/2010,441,2010-03-11
AXT92487,GenBank,MH556950,,nucleocapsid phosphoprotein,Human coronavirus HKU1,PUMCH9906/2010,441,2010-04-12
AXT92488,GenBank,MH556951,,nucleocapsid phosphoprotein,Human coronavirus HKU1,PUMCH11402/2011,441,2011-03-28
AXT92489,GenBank,MH556952,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH2650A/2011,441,2011-04-09
AXT92490,GenBank,MH556953,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH2495A/2011,441,2011-02-05
AXT92491,GenBank,MH556954,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH2723A/2011,441,2011-05-17
AXT92492,GenBank,MH556955,,nucleocapsid phosphoprotein,Human coronavirus HKU1,PUMCH11719/2011,441,2011-07-18
AXT92493,GenBank,MH556956,,nucleocapsid phosphoprotein,Human coronavirus HKU1,BCH2545A/2011,441,2011-03-02
AXT92494,GenBank,MH556957,,RNA-dependent RNA polymerase,Human coronavirus HKU1,BCH092A/2007,928,2007-07-10
AXT92495,GenBank,MH556958,,RNA-dependent RNA polymerase,Human coronavirus HKU1,BCH611A/2008,928,2008-03-11
AXT92496,GenBank,MH556959,,RNA-dependent RNA polymerase,Human coronavirus HKU1,BCH645A/2008,928,2008-03-25
AXT92497,GenBank,MH556960,,RNA-dependent RNA polymerase,Human coronavirus HKU1,BCH657A/2008,928,2008-04-04
AXT92498,GenBank,MH556961,,RNA-dependent RNA polymerase,Human coronavirus HKU1,BCH675A/2008,928,2008-04-14
AXT92499,GenBank,MH556962,,RNA-dependent RNA polymerase,Human coronavirus HKU1,BCH685A/2008,928,2008-04-19
AXT92500,GenBank,MH556963,,RNA-dependent RNA polymerase,Human coronavirus HKU1,BCH705A/2008,928,2008-04-24
AXT92501,GenBank,MH556964,,RNA-dependent RNA polymerase,Human coronavirus HKU1,BCH1335A/2009,928,2009-02-09
AXT92502,GenBank,MH556965,,RNA-dependent RNA polymerase,Human coronavirus HKU1,BCH1407A/2009,928,2009-03-03
AXT92503,GenBank,MH556966,,RNA-dependent RNA polymerase,Human coronavirus HKU1,BCH1409A/2009,928,2009-03-05
AXT92504,GenBank,MH556967,,RNA-dependent RNA polymerase,Human coronavirus HKU1,BCH1575A/2009,928,2009-07-13
AXT92505,GenBank,MH556968,,RNA-dependent RNA polymerase,Human coronavirus HKU1,BCH4315A/2014,928,2014-10-31
AXT92506,GenBank,MH556969,,RNA-dependent RNA polymerase,Human coronavirus HKU1,BCH4446A/2015,928,2015-06-02
AXT92507,GenBank,MH556970,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PUMCH1946/2006,921,2006-03-28
AXT92508,GenBank,MH556971,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PUMCH2410/2006,928,2006-05-22
AXT92509,GenBank,MH556972,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PUMCH2833/2006,928,2006-07-19
AXT92510,GenBank,MH556973,,RNA-dependent RNA polymerase,Human coronavirus HKU1,PUMCH2970/2006,928,2006-07-29
