Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Species,Length,Protein
ASU90453,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,Middle East respiratory syndrome-related coronavirus,246,NS4B protein
ASU90454,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,Middle East respiratory syndrome-related coronavirus,224,NS5 protein
ASU90455,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,Middle East respiratory syndrome-related coronavirus,82,envelope protein
ASU90456,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,Middle East respiratory syndrome-related coronavirus,219,membrane protein
ASU90457,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,Middle East respiratory syndrome-related coronavirus,413,nucleoprotein
ASU90458,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598642,MF598642,Middle East respiratory syndrome-related coronavirus,112,ORF8b protein
ASU90459,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,Betacoronavirus cameli,7078,1AB polyprotein
ASU90460,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,Betacoronavirus cameli,4391,1A polyprotein
ASU90461,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,Betacoronavirus cameli,1353,spike glycoprotein
ASU90462,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,Betacoronavirus cameli,103,NS3 protein
ASU90463,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,Betacoronavirus cameli,109,NS4A protein
ASU90464,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,Betacoronavirus cameli,246,NS4B protein
ASU90465,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,Betacoronavirus cameli,224,NS5 protein
ASU90466,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,Betacoronavirus cameli,82,envelope protein
ASU90467,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,Betacoronavirus cameli,219,membrane protein
ASU90468,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,Betacoronavirus cameli,413,nucleoprotein
ASU90469,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598643,MF598643,Betacoronavirus cameli,112,ORF8b protein
ASU90470,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,Betacoronavirus cameli,7078,1AB polyprotein
ASU90471,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,Betacoronavirus cameli,4391,1A polyprotein
ASU90472,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,Betacoronavirus cameli,1353,spike glycoprotein
ASU90473,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,Betacoronavirus cameli,103,NS3 protein
ASU90474,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,Betacoronavirus cameli,109,NS4A protein
ASU90475,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,Betacoronavirus cameli,246,NS4B protein
ASU90476,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,Betacoronavirus cameli,224,NS5 protein
ASU90477,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,Betacoronavirus cameli,82,envelope protein
ASU90478,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,Betacoronavirus cameli,219,membrane protein
ASU90479,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,Betacoronavirus cameli,413,nucleoprotein
ASU90480,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598644,MF598644,Betacoronavirus cameli,112,ORF8b protein
ASU90481,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,Betacoronavirus cameli,7078,1AB polyprotein
ASU90482,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,Betacoronavirus cameli,4391,1A polyprotein
ASU90483,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,Betacoronavirus cameli,1353,spike glycoprotein
ASU90484,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,Betacoronavirus cameli,103,NS3 protein
ASU90485,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,Betacoronavirus cameli,109,NS4A protein
ASU90486,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,Betacoronavirus cameli,246,NS4B protein
ASU90487,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,Betacoronavirus cameli,224,NS5 protein
ASU90488,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,Betacoronavirus cameli,82,envelope protein
ASU90489,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,Betacoronavirus cameli,219,membrane protein
ASU90490,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,Betacoronavirus cameli,413,nucleoprotein
ASU90491,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598645,MF598645,Betacoronavirus cameli,112,ORF8b protein
ASU90492,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,Betacoronavirus cameli,7078,1AB polyprotein
ASU90493,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,Betacoronavirus cameli,4391,1A polyprotein
ASU90494,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,Betacoronavirus cameli,1353,spike glycoprotein
ASU90495,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,Betacoronavirus cameli,103,NS3 protein
ASU90496,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,Betacoronavirus cameli,109,NS4A protein
ASU90497,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,Betacoronavirus cameli,246,NS4B protein
ASU90498,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,Betacoronavirus cameli,224,NS5 protein
ASU90499,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,Betacoronavirus cameli,82,envelope protein
ASU90500,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,Betacoronavirus cameli,219,membrane protein
ASU90501,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,Betacoronavirus cameli,413,nucleoprotein
ASU90502,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598646,MF598646,Betacoronavirus cameli,112,ORF8b protein
ASU90503,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,Betacoronavirus cameli,7078,1AB polyprotein
ASU90504,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,Betacoronavirus cameli,4391,1A polyprotein
ASU90505,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,Betacoronavirus cameli,1353,spike glycoprotein
ASU90506,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,Betacoronavirus cameli,103,NS3 protein
ASU90507,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,Betacoronavirus cameli,109,NS4A protein
ASU90508,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,Betacoronavirus cameli,246,NS4B protein
ASU90509,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,Betacoronavirus cameli,224,NS5 protein
ASU90510,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,Betacoronavirus cameli,82,envelope protein
ASU90511,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,Betacoronavirus cameli,219,membrane protein
ASU90512,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,Betacoronavirus cameli,413,nucleoprotein
ASU90513,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598647,MF598647,Betacoronavirus cameli,112,ORF8b protein
ASU90514,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,Betacoronavirus cameli,7078,1AB polyprotein
ASU90515,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,Betacoronavirus cameli,4391,1A polyprotein
ASU90516,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,Betacoronavirus cameli,1353,spike glycoprotein
ASU90517,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,Betacoronavirus cameli,103,NS3 protein
ASU90518,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,Betacoronavirus cameli,109,NS4A protein
ASU90519,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,Betacoronavirus cameli,246,NS4B protein
ASU90520,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,Betacoronavirus cameli,224,NS5 protein
ASU90521,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,Betacoronavirus cameli,82,envelope protein
ASU90522,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,Betacoronavirus cameli,219,membrane protein
ASU90523,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,Betacoronavirus cameli,413,nucleoprotein
ASU90524,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598648,MF598648,Betacoronavirus cameli,112,ORF8b protein
ASU90525,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,Betacoronavirus cameli,7078,1AB polyprotein
ASU90526,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,Betacoronavirus cameli,4391,1A polyprotein
ASU90527,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,Betacoronavirus cameli,1353,spike glycoprotein
ASU90528,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,Betacoronavirus cameli,103,NS3 protein
ASU90529,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,Betacoronavirus cameli,109,NS4A protein
ASU90530,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,Betacoronavirus cameli,246,NS4B protein
ASU90531,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,Betacoronavirus cameli,224,NS5 protein
ASU90532,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,Betacoronavirus cameli,82,envelope protein
ASU90533,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,Betacoronavirus cameli,219,membrane protein
ASU90534,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,Betacoronavirus cameli,413,nucleoprotein
ASU90535,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598649,MF598649,Betacoronavirus cameli,112,ORF8b protein
ASU90536,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,Betacoronavirus cameli,7078,1AB polyprotein
ASU90537,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,Betacoronavirus cameli,4391,1A polyprotein
ASU90538,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,Betacoronavirus cameli,1353,spike glycoprotein
ASU90539,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,Betacoronavirus cameli,103,NS3 protein
ASU90540,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,Betacoronavirus cameli,109,NS4A protein
ASU90541,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,Betacoronavirus cameli,246,NS4B protein
ASU90542,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,Betacoronavirus cameli,224,NS5 protein
ASU90543,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,Betacoronavirus cameli,82,envelope protein
ASU90544,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,Betacoronavirus cameli,219,membrane protein
ASU90545,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,Betacoronavirus cameli,413,nucleoprotein
ASU90546,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598650,MF598650,Betacoronavirus cameli,112,ORF8b protein
ASU90547,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,Betacoronavirus cameli,7078,1AB polyprotein
ASU90548,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,Betacoronavirus cameli,4391,1A polyprotein
ASU90549,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,Betacoronavirus cameli,1353,spike glycoprotein
ASU90550,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,Betacoronavirus cameli,103,NS3 protein
ASU90551,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,Betacoronavirus cameli,109,NS4A protein
ASU90552,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,Betacoronavirus cameli,246,NS4B protein
ASU90553,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,Betacoronavirus cameli,224,NS5 protein
ASU90554,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,Betacoronavirus cameli,82,envelope protein
ASU90555,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,Betacoronavirus cameli,219,membrane protein
ASU90556,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,Betacoronavirus cameli,413,nucleoprotein
ASU90557,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598651,MF598651,Betacoronavirus cameli,112,ORF8b protein
ASU90558,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,Betacoronavirus cameli,7078,1AB polyprotein
ASU90559,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,Betacoronavirus cameli,4391,1A polyprotein
ASU90560,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,Betacoronavirus cameli,1353,spike glycoprotein
ASU90561,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,Betacoronavirus cameli,103,NS3 protein
ASU90562,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,Betacoronavirus cameli,109,NS4A protein
ASU90563,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,Betacoronavirus cameli,246,NS4B protein
ASU90564,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,Betacoronavirus cameli,224,NS5 protein
ASU90565,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,Betacoronavirus cameli,82,envelope protein
ASU90566,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,Betacoronavirus cameli,219,membrane protein
ASU90567,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,Betacoronavirus cameli,413,nucleoprotein
ASU90568,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598652,MF598652,Betacoronavirus cameli,112,ORF8b protein
ASU90569,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,Betacoronavirus cameli,7078,1AB polyprotein
ASU90570,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,Betacoronavirus cameli,4391,1A polyprotein
ASU90571,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,Betacoronavirus cameli,1353,spike glycoprotein
ASU90572,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,Betacoronavirus cameli,103,NS3 protein
ASU90573,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,Betacoronavirus cameli,109,NS4A protein
ASU90574,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,Betacoronavirus cameli,246,NS4B protein
ASU90575,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,Betacoronavirus cameli,224,NS5 protein
ASU90576,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,Betacoronavirus cameli,82,envelope protein
ASU90577,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,Betacoronavirus cameli,219,membrane protein
ASU90578,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,Betacoronavirus cameli,413,nucleoprotein
ASU90579,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598653,MF598653,Betacoronavirus cameli,112,ORF8b protein
ASU90580,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,Betacoronavirus cameli,7078,1AB polyprotein
ASU90581,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,Betacoronavirus cameli,4391,1A polyprotein
ASU90582,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,Betacoronavirus cameli,1353,spike glycoprotein
ASU90583,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,Betacoronavirus cameli,103,NS3 protein
ASU90584,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,Betacoronavirus cameli,109,NS4A protein
ASU90585,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,Betacoronavirus cameli,246,NS4B protein
ASU90586,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,Betacoronavirus cameli,224,NS5 protein
ASU90587,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,Betacoronavirus cameli,82,envelope protein
ASU90588,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,Betacoronavirus cameli,219,membrane protein
ASU90589,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,Betacoronavirus cameli,413,nucleoprotein
ASU90590,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598654,MF598654,Betacoronavirus cameli,112,ORF8b protein
ASU90591,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,Betacoronavirus cameli,7078,1AB polyprotein
ASU90592,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,Betacoronavirus cameli,4391,1A polyprotein
ASU90593,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,Betacoronavirus cameli,1353,spike glycoprotein
ASU90594,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,Betacoronavirus cameli,103,NS3 protein
ASU90595,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,Betacoronavirus cameli,109,NS4A protein
ASU90596,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,Betacoronavirus cameli,246,NS4B protein
ASU90597,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,Betacoronavirus cameli,224,NS5 protein
ASU90598,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,Betacoronavirus cameli,82,envelope protein
ASU90599,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,Betacoronavirus cameli,219,membrane protein
ASU90600,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,Betacoronavirus cameli,413,nucleoprotein
ASU90601,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598655,MF598655,Betacoronavirus cameli,112,ORF8b protein
ASU90602,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,Betacoronavirus cameli,7078,1AB polyprotein
ASU90603,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,Betacoronavirus cameli,4391,1A polyprotein
ASU90604,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,Betacoronavirus cameli,1353,spike glycoprotein
ASU90605,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,Betacoronavirus cameli,103,NS3 protein
ASU90606,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,Betacoronavirus cameli,109,NS4A protein
ASU90607,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,Betacoronavirus cameli,246,NS4B protein
ASU90608,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,Betacoronavirus cameli,224,NS5 protein
ASU90609,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,Betacoronavirus cameli,82,envelope protein
ASU90610,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,Betacoronavirus cameli,219,membrane protein
ASU90611,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,Betacoronavirus cameli,413,nucleoprotein
ASU90612,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598656,MF598656,Betacoronavirus cameli,112,ORF8b protein
ASU90613,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,Betacoronavirus cameli,7078,1AB polyprotein
ASU90614,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,Betacoronavirus cameli,4391,1A polyprotein
ASU90615,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,Betacoronavirus cameli,1353,spike glycoprotein
ASU90616,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,Betacoronavirus cameli,103,NS3 protein
ASU90617,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,Betacoronavirus cameli,109,NS4A protein
ASU90618,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,Betacoronavirus cameli,246,NS4B protein
ASU90619,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,Betacoronavirus cameli,224,NS5 protein
ASU90620,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,Betacoronavirus cameli,82,envelope protein
ASU90621,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,Betacoronavirus cameli,219,membrane protein
ASU90622,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,Betacoronavirus cameli,413,nucleoprotein
ASU90623,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598657,MF598657,Betacoronavirus cameli,112,ORF8b protein
ASU90624,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,Betacoronavirus cameli,7078,1AB polyprotein
ASU90625,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,Betacoronavirus cameli,4391,1A polyprotein
ASU90626,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,Betacoronavirus cameli,1353,spike glycoprotein
ASU90627,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,Betacoronavirus cameli,103,NS3 protein
ASU90628,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,Betacoronavirus cameli,109,NS4A protein
ASU90629,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,Betacoronavirus cameli,246,NS4B protein
ASU90630,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,Betacoronavirus cameli,224,NS5 protein
ASU90631,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,Betacoronavirus cameli,82,envelope protein
ASU90632,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,Betacoronavirus cameli,219,membrane protein
ASU90633,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,Betacoronavirus cameli,413,nucleoprotein
ASU90634,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598658,MF598658,Betacoronavirus cameli,112,ORF8b protein
ASU90635,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598659,MF598659,Betacoronavirus cameli,7078,1AB polyprotein
ASU90636,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598659,MF598659,Betacoronavirus cameli,4391,1A polyprotein
ASU90637,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598659,MF598659,Betacoronavirus cameli,1353,spike glycoprotein
ASU90638,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598659,MF598659,Betacoronavirus cameli,103,NS3 protein
ASU90639,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598659,MF598659,Betacoronavirus cameli,109,NS4A protein
ASU90640,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598659,MF598659,Betacoronavirus cameli,246,NS4B protein
ASU90641,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598659,MF598659,Betacoronavirus cameli,224,NS5 protein
ASU90642,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598659,MF598659,Betacoronavirus cameli,82,envelope protein
ASU90643,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598659,MF598659,Betacoronavirus cameli,219,membrane protein
ASU90644,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598659,MF598659,Betacoronavirus cameli,413,nucleoprotein
ASU90645,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598659,MF598659,Betacoronavirus cameli,112,ORF8b protein
ASU90646,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598660,MF598660,Betacoronavirus cameli,7078,1AB polyprotein
ASU90647,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598660,MF598660,Betacoronavirus cameli,4391,1A polyprotein
ASU90648,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598660,MF598660,Betacoronavirus cameli,1353,spike glycoprotein
ASU90649,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598660,MF598660,Betacoronavirus cameli,103,NS3 protein
ASU90650,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598660,MF598660,Betacoronavirus cameli,109,NS4A protein
ASU90651,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598660,MF598660,Betacoronavirus cameli,246,NS4B protein
ASU90652,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598660,MF598660,Betacoronavirus cameli,224,NS5 protein
ASU90653,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598660,MF598660,Betacoronavirus cameli,82,envelope protein
ASU90654,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598660,MF598660,Betacoronavirus cameli,219,membrane protein
ASU90655,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598660,MF598660,Betacoronavirus cameli,413,nucleoprotein
ASU90656,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598660,MF598660,Betacoronavirus cameli,112,ORF8b protein
ASU90657,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598661,MF598661,Betacoronavirus cameli,7078,1AB polyprotein
ASU90658,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598661,MF598661,Betacoronavirus cameli,4391,1A polyprotein
ASU90659,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598661,MF598661,Betacoronavirus cameli,1353,spike glycoprotein
ASU90660,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598661,MF598661,Betacoronavirus cameli,103,NS3 protein
ASU90661,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598661,MF598661,Betacoronavirus cameli,109,NS4A protein
ASU90662,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598661,MF598661,Betacoronavirus cameli,246,NS4B protein
ASU90663,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598661,MF598661,Betacoronavirus cameli,224,NS5 protein
ASU90664,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598661,MF598661,Betacoronavirus cameli,82,envelope protein
ASU90665,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598661,MF598661,Betacoronavirus cameli,219,membrane protein
ASU90666,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598661,MF598661,Betacoronavirus cameli,413,nucleoprotein
